Plot Title: 9735547_SM_LM_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371, LBL: LM_B1R)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280, LBL: LM_B1R)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166, LBL: LM_B1)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418, LBL: LM_B1R)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date.Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST.between,Air.T,RH,,SR.up,SR.left,SR.right,
LM,control,7/16/2019 17:30,-0.0331,0.1078,1198.7,33.7,33.7,78.602,78.91,34.4,-0.1835,579.4,63.1,65.6,4.393
LM,control,7/16/2019 17:40,-0.0331,0.1085,1168.7,33.7,33.7,78.514,80.361,35,-0.1835,564.4,61.9,64.4,4.393
LM,control,7/16/2019 17:50,-0.0331,0.1078,1151.2,31.2,33.7,78.471,78.865,31.7,-0.1835,568.1,61.9,66.9,4.43
LM,control,7/16/2019 18:00,-0.0331,0.1078,1036.2,28.7,28.7,78.339,77.203,35.6,-0.1835,519.4,56.9,60.6,4.406
LM,control,7/16/2019 18:10,-0.0331,0.1078,991.2,26.2,28.7,78.208,75.074,39,-0.1835,505.6,55.6,60.6,4.393
LM,control,7/16/2019 18:20,-0.0331,0.1078,286.2,6.2,6.2,78.033,74.64,39,-0.1835,136.9,13.1,13.1,4.393
LM,control,7/16/2019 18:30,-0.0331,0.1078,776.2,18.7,23.7,77.859,77.639,38.6,-0.1835,386.9,40.6,48.1,4.418
LM,control,7/16/2019 18:40,-0.0331,0.1078,696.2,16.2,21.2,77.684,77.16,37.3,-0.1835,351.9,35.6,44.4,4.4
LM,control,7/16/2019 18:50,-0.0331,0.1071,586.2,11.2,18.7,77.421,74.25,38.2,-0.1835,296.9,28.1,38.1,4.393
LM,control,7/16/2019 19:00,-0.0338,0.1071,106.2,1.2,1.2,77.203,68.571,45,-0.1835,35.6,1.9,3.1,4.393
LM,control,7/16/2019 19:10,-0.0331,0.1071,101.2,1.2,1.2,76.942,65.017,50.4,-0.1835,34.4,1.9,3.1,4.4
LM,control,7/16/2019 19:20,-0.0338,0.1063,76.2,1.2,1.2,76.636,63.604,51,-0.1835,25.6,0.6,1.9,4.393
LM,control,7/16/2019 19:30,-0.0338,0.1063,86.2,1.2,1.2,76.375,62.276,54.8,-0.1835,30.6,1.9,1.9,4.4
LM,control,7/16/2019 19:40,-0.0338,0.1063,86.2,1.2,1.2,76.071,61.977,53.5,-0.1835,34.4,1.9,3.1,4.393
LM,control,7/16/2019 19:50,-0.0331,0.1063,46.2,1.2,1.2,75.767,60.69,60.4,-0.1835,15.6,0.6,0.6,4.4
LM,control,7/16/2019 20:00,-0.0338,0.1056,36.2,1.2,1.2,75.463,58.712,61.2,-0.1835,11.9,0.6,0.6,4.4
LM,control,7/16/2019 20:10,-0.0338,0.1056,23.7,1.2,1.2,75.117,56.858,68.6,-0.1835,8.1,0.6,0.6,4.4
LM,control,7/16/2019 20:20,-0.0338,0.1056,13.7,1.2,1.2,74.813,55.69,69.7,-0.1835,5.6,0.6,0.6,4.393
LM,control,7/16/2019 20:30,-0.0331,0.1056,6.2,1.2,1.2,74.467,56.079,68.7,-0.1835,3.1,0.6,0.6,4.393
LM,control,7/16/2019 20:40,-0.0338,0.1049,1.2,1.2,1.2,74.163,55.647,73.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 20:50,-0.0338,0.1049,1.2,1.2,1.2,73.861,55.776,76.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 21:00,-0.0338,0.1049,1.2,1.2,1.2,73.515,54.212,83.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 21:10,-0.0331,0.1056,1.2,1.2,1.2,73.17,53.472,83.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 21:20,-0.0331,0.1056,1.2,1.2,1.2,72.869,52.729,83.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 21:30,-0.0324,0.1056,1.2,1.2,1.2,72.523,51.37,87.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 21:40,-0.0324,0.1056,1.2,1.2,1.2,72.221,50.797,85.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 21:50,-0.0317,0.1049,1.2,1.2,1.2,71.92,50.752,86,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 22:00,-0.0317,0.1049,1.2,1.2,1.2,71.577,48.583,91.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 22:10,-0.0317,0.1042,1.2,1.2,1.2,71.274,48.137,91.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 22:20,-0.0317,0.1042,1.2,1.2,1.2,70.974,46.931,92.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 22:30,-0.0317,0.1034,1.2,1.2,1.2,70.63,47.289,93.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 22:40,-0.0317,0.1034,1.2,1.2,1.2,70.286,47.334,94.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 22:50,-0.0317,0.1034,1.2,1.2,1.2,69.985,47.199,94.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 23:00,-0.0317,0.1034,1.2,1.2,1.2,69.685,46.886,93.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 23:10,-0.0317,0.1027,1.2,1.2,1.2,69.343,46.391,94.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 23:20,-0.0324,0.1027,1.2,1.2,1.2,69.042,47.334,94.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 23:30,-0.0324,0.102,1.2,1.2,1.2,68.785,47.871,93.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 23:40,-0.0324,0.102,1.2,1.2,1.2,68.484,47.199,93.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/16/2019 23:50,-0.0324,0.102,1.2,1.2,1.2,68.185,46.974,94.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 0:00,-0.0317,0.1012,1.2,1.2,1.2,67.928,46.346,94.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 0:10,-0.0317,0.1012,1.2,1.2,1.2,67.671,46.706,94.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 0:20,-0.0324,0.1012,1.2,1.2,1.2,67.413,47.512,92.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 0:30,-0.0324,0.1005,1.2,1.2,1.2,67.158,46.661,93.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 0:40,-0.0324,0.1005,1.2,1.2,1.2,66.9,46.571,94.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 0:50,-0.0324,0.1005,1.2,1.2,1.2,66.686,46.661,94.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 1:00,-0.0324,0.1005,1.2,1.2,1.2,66.429,47.244,93.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 1:10,-0.0324,0.1005,1.2,1.2,1.2,66.214,48.049,91.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 1:20,-0.0324,0.1005,1.2,1.2,1.2,66,48.272,92.9,-0.1835,0.6,0.6,0.6,4.387
LM,control,7/17/2019 1:30,-0.0324,0.1005,1.2,1.2,1.2,65.829,48.938,91.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 1:40,-0.0324,0.0998,1.2,1.2,1.2,65.574,52.246,82.1,-0.1835,0.6,0.6,0.6,4.387
LM,control,7/17/2019 1:50,-0.0324,0.1005,1.2,1.2,1.2,65.403,50.621,86.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 2:00,-0.0324,0.0998,1.2,1.2,1.2,65.23,49.428,90.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 2:10,-0.0324,0.0998,1.2,1.2,1.2,65.059,50.4,86.6,-0.1835,0.6,0.6,0.6,4.4
LM,control,7/17/2019 2:20,-0.0324,0.0998,1.2,1.2,1.2,64.845,48.405,89.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 2:30,-0.0324,0.0991,1.2,1.2,1.2,64.674,47.154,90.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 2:40,-0.0324,0.0991,1.2,1.2,1.2,64.503,46.931,93.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 2:50,-0.0324,0.0991,1.2,1.2,1.2,64.332,46.391,92.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 3:00,-0.0331,0.0991,1.2,1.2,1.2,64.161,45.761,94.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 3:10,-0.0331,0.0991,1.2,1.2,1.2,63.99,47.467,94,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 3:20,-0.0331,0.0991,1.2,1.2,1.2,63.819,47.602,92.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 3:30,-0.0331,0.0991,1.2,1.2,1.2,63.648,47.334,94.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 3:40,-0.0324,0.0991,1.2,1.2,1.2,63.518,48.272,93.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 3:50,-0.0324,0.0991,1.2,1.2,1.2,63.347,46.931,93.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 4:00,-0.0324,0.0991,1.2,1.2,1.2,63.176,46.346,95,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 4:10,-0.0331,0.0983,1.2,1.2,1.2,63.048,46.436,95.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 4:20,-0.0324,0.0983,1.2,1.2,1.2,62.875,45.262,95.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 4:30,-0.0331,0.0983,1.2,1.2,1.2,62.748,46.211,95.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 4:40,-0.0331,0.0983,1.2,1.2,1.2,62.577,46.076,95.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 4:50,-0.0324,0.0983,1.2,1.2,1.2,62.447,46.526,95,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 5:00,-0.0324,0.0983,1.2,1.2,1.2,62.319,46.571,95.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 5:10,-0.0324,0.0976,1.2,1.2,1.2,62.191,45.624,94.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 5:20,-0.0331,0.0983,1.2,1.2,1.2,62.019,45.082,95.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 5:30,-0.0324,0.0976,1.2,1.2,1.2,61.891,44.173,95.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 5:40,-0.0331,0.0976,1.2,1.2,1.2,61.72,44.901,95.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 5:50,-0.0324,0.0976,3.7,1.2,1.2,61.59,44.445,94.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,7/17/2019 6:00,-0.0331,0.0976,11.2,1.2,1.2,61.462,43.167,95.4,-0.1835,3.1,0.6,0.6,4.4
LM,control,7/17/2019 6:10,-0.0331,0.0976,28.7,1.2,1.2,61.29,42.017,95.4,-0.1835,11.9,0.6,0.6,4.381
LM,control,7/17/2019 6:20,-0.0331,0.0969,43.7,1.2,1.2,61.119,42.247,95.4,-0.1835,15.6,0.6,0.6,4.393
LM,control,7/17/2019 6:30,-0.0331,0.0969,58.7,1.2,1.2,60.991,42.57,95.2,-0.1835,20.6,0.6,0.6,4.4
LM,control,7/17/2019 6:40,-0.0331,0.0969,71.2,1.2,1.2,60.861,42.708,95.3,-0.1835,25.6,0.6,0.6,4.418
LM,control,7/17/2019 6:50,-0.0331,0.0969,206.2,3.7,8.7,60.69,44.4,94.6,-0.1835,144.4,16.9,20.6,4.418
LM,control,7/17/2019 7:00,-0.0331,0.0969,258.7,6.2,8.7,60.561,47.959,93.4,-0.1835,171.9,19.4,24.4,4.406
LM,control,7/17/2019 7:10,-0.0331,0.0969,311.2,8.7,11.2,60.433,49.737,92.8,-0.1835,200.6,21.9,26.9,4.418
LM,control,7/17/2019 7:20,-0.0331,0.0969,381.2,8.7,13.7,60.346,51.764,89.3,-0.1835,236.9,25.6,31.9,4.406
LM,control,7/17/2019 7:30,-0.0331,0.0969,446.2,11.2,16.2,60.26,53.253,89.4,-0.1835,268.1,28.1,35.6,4.4
LM,control,7/17/2019 7:40,-0.0331,0.0969,523.7,11.2,16.2,60.174,54.865,85.9,-0.1835,303.1,30.6,39.4,4.406
LM,control,7/17/2019 7:50,-0.0331,0.0962,606.2,13.7,18.7,60.174,56.556,83.5,-0.1835,341.9,34.4,41.9,4.4
LM,control,7/17/2019 8:00,-0.0331,0.0962,708.7,16.2,21.2,60.132,58.885,79.1,-0.1835,375.6,35.6,45.6,4.418
LM,control,7/17/2019 8:10,-0.0331,0.0962,798.7,16.2,23.7,60.132,60.39,79.9,-0.1835,410.6,39.4,49.4,4.4
LM,control,7/17/2019 8:20,-0.0331,0.0962,878.7,18.7,26.2,60.174,63.819,71.9,-0.1835,446.9,41.9,53.1,4.526
LM,control,7/17/2019 8:30,-0.0331,0.0969,946.2,21.2,28.7,60.26,65.788,68.6,-0.1835,479.4,45.6,56.9,4.418
LM,control,7/17/2019 8:40,-0.0324,0.0969,1031.2,23.7,28.7,60.39,65.872,65.6,-0.1835,519.4,49.4,60.6,4.4
LM,control,7/17/2019 8:50,-0.0324,0.0969,1086.2,26.2,31.2,60.604,66.515,65.3,-0.1835,548.1,51.9,63.1,4.393
LM,control,7/17/2019 9:00,-0.0317,0.0962,1158.7,28.7,33.7,60.861,67.928,61.7,-0.1835,578.1,54.4,65.6,4.418
LM,control,7/17/2019 9:10,-0.0324,0.0969,1208.7,31.2,36.2,61.162,69.427,58.7,-0.1835,604.4,56.9,68.1,4.418
LM,control,7/17/2019 9:20,-0.0324,0.0969,1288.7,33.7,36.2,61.462,70.63,58.3,-0.1835,641.9,60.6,70.6,4.4
LM,control,7/17/2019 9:30,-0.0324,0.0969,1343.7,36.2,38.7,61.848,71.017,57.5,-0.1835,666.9,64.4,73.1,4.393
LM,control,7/17/2019 9:40,-0.0317,0.0976,1416.2,41.2,41.2,62.233,72.912,55.4,-0.1835,703.1,66.9,75.6,4.418
LM,control,7/17/2019 9:50,-0.0317,0.0976,1473.7,43.7,41.2,62.661,73.083,59.8,-0.1835,733.1,70.6,78.1,4.406
LM,control,7/17/2019 10:00,-0.0317,0.0976,1521.2,46.2,43.7,63.133,72.437,52.6,-0.1835,754.4,71.9,78.1,4.393
LM,control,7/17/2019 10:10,-0.0317,0.0976,1601.2,48.7,43.7,63.604,72.523,57.7,-0.1835,796.9,75.6,80.6,4.393
LM,control,7/17/2019 10:20,-0.0317,0.0976,1646.2,48.7,46.2,64.117,73.602,52.7,-0.1835,823.1,79.4,83.1,4.418
LM,control,7/17/2019 10:30,-0.0317,0.0976,1708.7,51.2,46.2,64.632,74.12,48.6,-0.1835,854.4,80.6,84.4,4.4
LM,control,7/17/2019 10:40,-0.0309,0.0983,1831.2,56.2,51.2,65.188,75.942,50.5,-0.1835,926.9,86.9,88.1,4.393
LM,control,7/17/2019 10:50,-0.0309,0.0983,1851.2,56.2,51.2,65.788,75.724,47.1,-0.1835,936.9,86.9,88.1,4.393
LM,control,7/17/2019 11:00,-0.0317,0.0983,1953.7,61.2,53.7,66.258,74.338,49.7,-0.1835,1000.6,91.9,91.9,4.418
LM,control,7/17/2019 11:10,-0.0309,0.0983,1246.2,36.2,31.2,66.772,74.64,49,-0.1835,621.9,56.9,54.4,4.4
LM,control,7/17/2019 11:20,-0.0309,0.0983,1293.7,38.7,33.7,67.242,70.974,50.6,-0.1835,645.6,58.1,55.6,4.393
LM,control,7/17/2019 11:30,-0.0309,0.0991,2053.7,63.7,56.2,67.586,67.158,55.7,-0.1835,1074.4,96.9,94.4,4.526
LM,control,7/17/2019 11:40,-0.0317,0.0991,483.7,11.2,11.2,67.928,68.185,49.1,-0.1835,233.1,21.9,23.1,4.418
LM,control,7/17/2019 11:50,-0.0309,0.0998,2271.2,68.7,61.2,68.227,69.17,53.8,-0.1835,1201.9,105.6,103.1,4.406
LM,control,7/17/2019 12:00,-0.0317,0.0998,2356.2,71.2,63.7,68.527,70.502,55.4,-0.1835,1239.4,108.1,105.6,4.442
LM,control,7/17/2019 12:10,-0.0317,0.0998,488.7,13.7,13.7,68.828,68.828,48.9,-0.1835,245.6,23.1,24.4,4.393
LM,control,7/17/2019 12:20,-0.0317,0.0998,538.7,13.7,13.7,68.956,67.114,51.6,-0.1835,274.4,25.6,26.9,4.43
LM,control,7/17/2019 12:30,-0.0317,0.1005,2128.7,63.7,56.2,69.129,69.129,50.6,-0.1835,1128.1,95.6,93.1,4.418
LM,control,7/17/2019 12:40,-0.0317,0.1005,403.7,8.7,8.7,69.471,71.92,45.8,-0.1835,159.4,13.1,14.4,4.4
LM,control,7/17/2019 12:50,-0.0317,0.1005,578.7,13.7,13.7,69.728,71.103,46.3,-0.1835,265.6,23.1,24.4,4.393
LM,control,7/17/2019 13:00,-0.0317,0.1005,416.2,8.7,11.2,69.901,68.956,42.8,-0.1835,196.9,16.9,18.1,4.514
LM,control,7/17/2019 13:10,-0.0309,0.1005,2251.2,63.7,58.7,70.201,73.645,40.7,-0.1835,1164.4,96.9,91.9,4.412
LM,control,7/17/2019 13:20,-0.0309,0.1012,2096.2,58.7,53.7,70.587,75.204,42.9,-0.1835,1076.9,88.1,84.4,4.393
LM,control,7/17/2019 13:30,-0.0309,0.1012,2131.2,58.7,56.2,70.974,74.986,42.8,-0.1835,1093.1,89.4,84.4,4.393
LM,control,7/17/2019 13:40,-0.0309,0.102,2108.7,58.7,53.7,71.404,76.203,40.1,-0.1835,1083.1,86.9,83.1,4.418
LM,control,7/17/2019 13:50,-0.0309,0.102,2156.2,58.7,56.2,71.704,74.899,41.4,-0.1835,1113.1,88.1,86.9,4.406
LM,control,7/17/2019 14:00,-0.0309,0.102,488.7,11.2,11.2,72.093,74.206,42.3,-0.1835,210.6,18.1,19.4,4.393
LM,control,7/17/2019 14:10,-0.0309,0.102,536.2,13.7,13.7,72.48,73.818,39.1,-0.1835,249.4,20.6,21.9,4.393
LM,control,7/17/2019 14:20,-0.0309,0.102,1001.2,26.2,26.2,72.826,72.007,39,-0.1835,479.4,39.4,41.9,4.43
LM,control,7/17/2019 14:30,-0.0309,0.1027,1736.2,46.2,46.2,73.213,77.815,37.4,-0.1835,883.1,69.4,71.9,4.406
LM,control,7/17/2019 14:40,-0.0309,0.1027,2018.7,51.2,51.2,73.602,76.158,36.6,-0.1835,1026.9,80.6,84.4,4.4
LM,control,7/17/2019 14:50,-0.0317,0.1034,1973.7,48.7,51.2,73.904,74.424,40.8,-0.1835,999.4,78.1,83.1,4.393
LM,control,7/17/2019 15:00,-0.0309,0.1034,1973.7,48.7,51.2,74.338,77.684,36.4,-0.1835,989.4,78.1,84.4,4.442
LM,control,7/17/2019 15:10,-0.0317,0.1034,2041.2,51.2,53.7,74.64,73.126,36.8,-0.1835,1026.9,81.9,89.4,4.418
LM,control,7/17/2019 15:20,-0.0317,0.1034,2083.7,51.2,53.7,74.856,74.12,39.5,-0.1835,1033.1,84.4,91.9,4.4
LM,control,7/17/2019 15:30,-0.0317,0.1034,2163.7,56.2,58.7,75.074,72.912,39.8,-0.1835,1080.6,89.4,96.9,4.393
LM,control,7/17/2019 15:40,-0.0324,0.1034,368.7,8.7,8.7,75.333,74.467,39.6,-0.1886,169.4,15.6,16.9,4.49
LM,control,7/17/2019 15:50,-0.0317,0.1034,1846.2,48.7,48.7,75.463,74.727,38.8,-0.1835,910.6,78.1,85.6,4.406
LM,control,7/17/2019 16:00,-0.0317,0.1034,1866.2,48.7,51.2,75.724,79.48,32.8,-0.1835,921.9,79.4,89.4,4.393
LM,control,7/17/2019 16:10,-0.0317,0.1042,1696.2,43.7,46.2,75.942,78.69,33.3,-0.1835,835.6,74.4,83.1,4.393
LM,control,7/17/2019 16:20,-0.0324,0.1042,1668.7,43.7,46.2,76.071,76.942,33.6,-0.1886,838.1,76.9,85.6,4.418
LM,control,7/17/2019 16:30,-0.0324,0.1042,1556.2,41.2,43.7,76.246,80.58,35,-0.1835,769.4,73.1,80.6,4.4
LM,control,7/17/2019 16:40,-0.0317,0.1042,1496.2,41.2,41.2,76.375,78.208,35.1,-0.1835,756.9,73.1,80.6,4.393
LM,control,7/17/2019 16:50,-0.0317,0.1042,768.7,18.7,21.2,76.464,77.464,32.4,-0.1835,355.6,34.4,36.9,4.393
LM,control,7/17/2019 17:00,-0.0324,0.1042,1358.7,36.2,36.2,76.507,75.508,33.5,-0.1835,681.9,69.4,74.4,4.418
LM,control,7/17/2019 17:10,-0.0324,0.1042,1291.2,33.7,36.2,76.593,78.382,28.2,-0.1835,650.6,66.9,71.9,4.4
LM,control,7/17/2019 17:20,-0.0324,0.1042,336.2,6.2,8.7,76.593,75.724,27.5,-0.1835,140.6,13.1,14.4,4.393
LM,control,7/17/2019 17:30,-0.0324,0.1042,1066.2,28.7,28.7,76.55,75.204,30.7,-0.1835,536.9,58.1,61.9,4.46
LM,control,7/17/2019 17:40,-0.0324,0.1042,1096.2,28.7,31.2,76.464,76.942,31.4,-0.1835,553.1,59.4,64.4,4.4
LM,control,7/17/2019 17:50,-0.0324,0.1042,243.7,3.7,6.2,76.375,74.338,31,-0.1835,90.6,8.1,9.4,4.393
LM,control,7/17/2019 18:00,-0.0331,0.1042,871.2,21.2,26.2,76.203,74.12,32.4,-0.1835,445.6,49.4,54.4,4.393
LM,control,7/17/2019 18:10,-0.0331,0.1034,808.7,18.7,23.7,76.028,73.645,29.6,-0.1835,416.9,45.6,50.6,4.418
LM,control,7/17/2019 18:20,-0.0331,0.1034,731.2,16.2,21.2,75.853,75.29,28.9,-0.1835,379.4,40.6,46.9,4.4
LM,control,7/17/2019 18:30,-0.0331,0.1034,661.2,16.2,18.7,75.637,73.386,31.9,-0.1835,343.1,35.6,43.1,4.393
LM,control,7/17/2019 18:40,-0.0324,0.1034,593.7,11.2,18.7,75.376,71.834,29.7,-0.1835,309.4,30.6,40.6,4.393
LM,control,7/17/2019 18:50,-0.0324,0.1034,516.2,8.7,16.2,75.16,72.523,27.9,-0.1835,271.9,24.4,35.6,4.418
LM,control,7/17/2019 19:00,-0.0331,0.1034,438.7,6.2,13.7,74.899,72.221,31.2,-0.1835,235.6,20.6,31.9,4.4
LM,control,7/17/2019 19:10,-0.0324,0.1034,376.2,6.2,11.2,74.597,71.06,31.2,-0.1835,205.6,15.6,28.1,4.393
LM,control,7/17/2019 19:20,-0.0331,0.1027,308.7,3.7,8.7,74.338,68.871,33.1,-0.1835,174.4,11.9,23.1,4.393
LM,control,7/17/2019 19:30,-0.0331,0.1027,133.7,1.2,3.7,74.034,67.199,35.3,-0.1835,54.4,3.1,4.4,4.406
LM,control,7/17/2019 19:40,-0.0331,0.102,91.2,1.2,1.2,73.731,64.117,35.3,-0.1835,29.4,1.9,1.9,4.4
LM,control,7/17/2019 19:50,-0.0331,0.102,73.7,1.2,1.2,73.429,61.891,38.6,-0.1835,24.4,0.6,0.6,4.4
LM,control,7/17/2019 20:00,-0.0331,0.102,56.2,1.2,1.2,73.126,57.722,50.2,-0.1835,19.4,0.6,0.6,4.406
LM,control,7/17/2019 20:10,-0.0331,0.1012,38.7,1.2,1.2,72.826,56.079,49.9,-0.1835,14.4,0.6,0.6,4.4
LM,control,7/17/2019 20:20,-0.0331,0.102,18.7,1.2,1.2,72.523,55.038,49.1,-0.1835,6.9,0.6,0.6,4.4
LM,control,7/17/2019 20:30,-0.0331,0.1012,6.2,1.2,1.2,72.178,53.209,53,-0.1835,1.9,0.6,0.6,4.393
LM,control,7/17/2019 20:40,-0.0338,0.1012,1.2,1.2,1.2,71.877,52.686,51,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 20:50,-0.0338,0.1012,1.2,1.2,1.2,71.533,53.341,48.6,-0.1835,0.6,0.6,0.6,4.4
LM,control,7/17/2019 21:00,-0.0331,0.1005,1.2,1.2,1.2,71.19,51.37,54.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 21:10,-0.0338,0.1005,1.2,1.2,1.2,70.887,48.717,63.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 21:20,-0.0338,0.0998,1.2,1.2,1.2,70.543,48.049,59.2,-0.1835,0.6,0.6,0.6,4.4
LM,control,7/17/2019 21:30,-0.0338,0.0998,1.2,1.2,1.2,70.201,48.094,62.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 21:40,-0.0338,0.0998,1.2,1.2,1.2,69.858,46.796,61.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 21:50,-0.0338,0.0998,1.2,1.2,1.2,69.557,46.301,64.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 22:00,-0.0338,0.0991,1.2,1.2,1.2,69.213,45.036,64,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 22:10,-0.0338,0.0991,1.2,1.2,1.2,68.913,45.714,61.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 22:20,-0.0346,0.0991,1.2,1.2,1.2,68.571,43.671,67,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 22:30,-0.0338,0.0983,1.2,1.2,1.2,68.27,41.601,71.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 22:40,-0.0338,0.0983,1.2,1.2,1.2,67.971,41.97,70.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 22:50,-0.0338,0.0983,1.2,1.2,1.2,67.627,41.554,73.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 23:00,-0.0338,0.0983,1.2,1.2,1.2,67.329,40.298,75.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 23:10,-0.0338,0.0983,1.2,1.2,1.2,67.028,40.811,76.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 23:20,-0.0338,0.0983,1.2,1.2,1.2,66.772,40.764,72.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 23:30,-0.0338,0.0983,1.2,1.2,1.2,66.472,42.156,70.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,7/17/2019 23:40,-0.0338,0.0976,1.2,1.2,1.2,66.173,42.156,69.8,-0.1835,0.6,0.6,0.6,4.393
