Plot Title: 9735547_PHb1,,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date,Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST,Air.T,RH,V,SR.up,SR.left,SR.right,V
LM,control,4/27/2018,22:00,0.1506,0.2204,1.2,1.2,1.2,43.443,32.99,62.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,22:10,0.1485,0.2196,1.2,1.2,1.2,43.122,32.79,62.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,22:20,0.1506,0.2196,1.2,1.2,1.2,42.847,31.993,63.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,22:30,0.1514,0.2196,1.2,1.2,1.2,42.57,32.491,62.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,22:40,0.1514,0.2196,1.2,1.2,1.2,42.294,31.188,66.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,22:50,0.1506,0.2196,1.2,1.2,1.2,42.017,33.188,61.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,23:00,0.1514,0.2196,1.2,1.2,1.2,41.74,30.632,67.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,23:10,0.1514,0.2189,1.2,1.2,1.2,41.463,31.541,65.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/27/2018,23:20,0.1506,0.2189,1.2,1.2,1.2,41.23,30.173,67.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/27/2018,23:30,0.1499,0.2189,1.2,1.2,1.2,40.951,28.632,73.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/27/2018,23:40,0.1506,0.2182,1.2,1.2,1.2,40.719,30.276,69.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/27/2018,23:50,0.1514,0.2182,1.2,1.2,1.2,40.485,29.764,69.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,0:00,0.1514,0.2175,1.2,1.2,1.2,40.204,28.632,73.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,0:10,0.1506,0.2175,1.2,1.2,1.2,40.017,31.188,67.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,0:20,0.1506,0.2175,1.2,1.2,1.2,39.783,30.529,67.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,0:30,0.1506,0.2175,1.2,1.2,1.2,39.549,30.376,66.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,0:40,0.1506,0.2175,1.2,1.2,1.2,39.36,29.457,69.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,0:50,0.1499,0.2167,1.2,1.2,1.2,39.173,27.694,72.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,1:00,0.1506,0.2167,1.2,1.2,1.2,38.937,27.433,73.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,1:10,0.1499,0.2167,1.2,1.2,1.2,38.748,27.747,71.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,1:20,0.1499,0.2167,1.2,1.2,1.2,38.557,27.903,71.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,1:30,0.1499,0.216,1.2,1.2,1.2,38.368,27.275,72.7,-0.1886,0.6,0.6,0.6,4.375
LM,control,4/28/2018,1:40,0.1499,0.2167,1.2,1.2,1.2,38.226,26.802,74.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/28/2018,1:50,0.1499,0.2167,1.2,1.2,1.2,38.037,27.538,72.6,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/28/2018,2:00,0.1499,0.2167,1.2,1.2,1.2,37.846,26.748,73.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/28/2018,2:10,0.1499,0.2167,1.2,1.2,1.2,37.702,26.325,73.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/28/2018,2:20,0.1492,0.216,1.2,1.2,1.2,37.56,25.738,77.6,-0.1886,0.6,0.6,0.6,4.369
LM,control,4/28/2018,2:30,0.1499,0.216,1.2,1.2,1.2,37.416,27.59,73.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/28/2018,2:40,0.1499,0.216,1.2,1.2,1.2,37.274,29.251,69.4,-0.1886,0.6,0.6,0.6,4.369
LM,control,4/28/2018,2:50,0.1499,0.216,1.2,1.2,1.2,37.13,27.799,71,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,3:00,0.1492,0.216,1.2,1.2,1.2,36.986,27.903,71.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/28/2018,3:10,0.1499,0.216,1.2,1.2,1.2,36.842,26.854,73,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,3:20,0.1499,0.2153,1.2,1.2,1.2,36.698,28.373,69.4,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,3:30,0.1492,0.2153,1.2,1.2,1.2,36.603,27.955,69.9,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,3:40,0.1499,0.2153,1.2,1.2,1.2,36.459,26.325,72.7,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,3:50,0.1499,0.2153,1.2,1.2,1.2,36.361,24.663,77.5,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,4:00,0.1499,0.2153,1.2,1.2,1.2,36.217,25.363,76.1,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,4:10,0.1492,0.2153,1.2,1.2,1.2,36.12,25.846,75.2,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,4:20,0.1492,0.2153,1.2,1.2,1.2,36.025,24.825,77.1,-0.1886,0.6,0.6,0.6,4.363
LM,control,4/28/2018,4:30,0.1492,0.2146,1.2,1.2,1.2,35.928,24.01,78,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,4:40,0.1492,0.2146,1.2,1.2,1.2,35.83,25.095,76,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,4:50,0.1492,0.2146,1.2,1.2,1.2,35.733,24.879,75.7,-0.1886,0.6,0.6,0.6,4.363
LM,control,4/28/2018,5:00,0.1492,0.2146,1.2,1.2,1.2,35.638,25.471,75,-0.1886,0.6,0.6,0.6,4.363
LM,control,4/28/2018,5:10,0.1492,0.2146,1.2,1.2,1.2,35.541,25.363,75,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,5:20,0.1492,0.2146,1.2,1.2,1.2,35.443,24.717,75.9,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,5:30,0.1485,0.2146,1.2,1.2,1.2,35.346,24.717,75.6,-0.1886,0.6,0.6,0.6,4.363
LM,control,4/28/2018,5:40,0.1485,0.2146,1.2,1.2,1.2,35.249,24.283,76.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,5:50,0.1485,0.2146,1.2,1.2,1.2,35.152,23.409,78.8,-0.1886,0.6,0.6,0.6,4.363
LM,control,4/28/2018,6:00,0.1485,0.2138,1.2,1.2,1.2,35.055,22.357,82,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/28/2018,6:10,0.1485,0.2138,6.2,1.2,1.2,35.006,23.299,80.3,-0.1835,3.1,0.6,0.6,4.363
LM,control,4/28/2018,6:20,0.1485,0.2138,18.7,1.2,1.2,34.907,22.802,82.3,-0.1886,8.1,0.6,0.6,4.363
LM,control,4/28/2018,6:30,0.1485,0.2138,36.2,1.2,1.2,34.858,23.628,81.5,-0.1835,14.4,0.6,0.6,4.363
LM,control,4/28/2018,6:40,0.1485,0.2138,53.7,1.2,1.2,34.761,25.255,77.7,-0.1835,18.1,0.6,0.6,4.393
LM,control,4/28/2018,6:50,0.1485,0.2146,71.2,1.2,1.2,34.713,24.228,79.9,-0.1886,24.4,0.6,0.6,4.418
LM,control,4/28/2018,7:00,0.1485,0.2146,268.7,8.7,11.2,34.615,26.483,78.9,-0.1835,166.9,9.4,13.1,4.418
LM,control,4/28/2018,7:10,0.1485,0.2146,348.7,8.7,13.7,34.565,33.928,70.4,-0.1886,206.9,10.6,14.4,4.4
LM,control,4/28/2018,7:20,0.1477,0.2146,426.2,11.2,16.2,34.516,36.025,67.9,-0.1835,244.4,11.9,16.9,4.406
LM,control,4/28/2018,7:30,0.1477,0.2146,503.7,13.7,18.7,34.468,36.939,66.9,-0.1835,281.9,14.4,18.1,4.418
LM,control,4/28/2018,7:40,0.1477,0.2146,581.2,16.2,21.2,34.468,38.464,61.3,-0.1835,318.1,15.6,20.6,4.393
LM,control,4/28/2018,7:50,0.1477,0.2146,656.2,18.7,23.7,34.419,40.672,56.6,-0.1835,354.4,18.1,23.1,4.412
LM,control,4/28/2018,8:00,0.1477,0.2138,731.2,21.2,26.2,34.371,42.478,53.1,-0.1835,389.4,20.6,24.4,4.393
LM,control,4/28/2018,8:10,0.1477,0.2146,811.2,23.7,31.2,34.371,45.082,48.1,-0.1835,426.9,23.1,28.1,4.406
LM,control,4/28/2018,8:20,0.1477,0.2146,881.2,26.2,33.7,34.32,46.886,41.8,-0.1835,460.6,24.4,29.4,4.393
LM,control,4/28/2018,8:30,0.1477,0.2138,953.7,28.7,36.2,34.272,45.761,44.9,-0.1835,494.4,26.9,31.9,4.442
LM,control,4/28/2018,8:40,0.1477,0.2146,1011.2,31.2,38.7,34.272,48.227,38.2,-0.1835,524.4,28.1,33.1,4.406
LM,control,4/28/2018,8:50,0.1477,0.2153,1091.2,33.7,41.2,34.272,49.649,36.1,-0.1835,559.4,30.6,35.6,4.544
LM,control,4/28/2018,9:00,0.1485,0.2153,1153.7,36.2,43.7,34.272,51.94,33.5,-0.1835,591.9,31.9,38.1,4.4
LM,control,4/28/2018,9:10,0.1485,0.2146,1218.7,38.7,46.2,34.272,51.37,30.2,-0.1835,621.9,34.4,39.4,4.393
LM,control,4/28/2018,9:20,0.1485,0.2153,1276.2,41.2,46.2,34.272,53.602,29.9,-0.1835,650.6,35.6,41.9,4.4
LM,control,4/28/2018,9:30,0.1485,0.2146,1331.2,41.2,48.7,34.371,55.515,27.1,-0.1835,680.6,38.1,43.1,4.393
LM,control,4/28/2018,9:40,0.1485,0.2153,1396.2,43.7,51.2,34.468,56.642,25.6,-0.1835,704.4,39.4,45.6,4.4
LM,control,4/28/2018,9:50,0.1492,0.216,1448.7,46.2,53.7,34.713,56.251,27,-0.1835,731.9,40.6,46.9,4.393
LM,control,4/28/2018,10:00,0.1499,0.216,1498.7,48.7,56.2,35.006,57.42,27.5,-0.1835,755.6,43.1,48.1,4.4
LM,control,4/28/2018,10:10,0.1499,0.2167,1551.2,51.2,56.2,35.346,58.755,30.7,-0.1835,783.1,44.4,49.4,4.393
LM,control,4/28/2018,10:20,0.1499,0.2175,1601.2,51.2,58.7,35.733,58.669,27.1,-0.1835,805.6,45.6,50.6,4.4
LM,control,4/28/2018,10:30,0.1499,0.2175,1643.7,53.7,61.2,36.169,59.702,27,-0.1835,826.9,46.9,51.9,4.393
LM,control,4/28/2018,10:40,0.1499,0.2175,1691.2,53.7,61.2,36.651,61.419,25.6,-0.1835,850.6,48.1,53.1,4.406
LM,control,4/28/2018,10:50,0.1506,0.2175,1726.2,56.2,63.7,37.179,60.174,23.5,-0.1835,869.4,49.4,54.4,4.393
LM,control,4/28/2018,11:00,0.1506,0.2182,1763.7,56.2,63.7,37.751,60.904,25.2,-0.1835,888.1,50.6,55.6,4.412
LM,control,4/28/2018,11:10,0.1506,0.2182,1793.7,58.7,66.2,38.322,62.834,24.4,-0.1835,905.6,50.6,56.9,4.393
LM,control,4/28/2018,11:20,0.1514,0.2196,1818.7,58.7,66.2,38.889,64.418,23.3,-0.1835,919.4,50.6,56.9,4.418
LM,control,4/28/2018,11:30,0.1514,0.2196,1856.2,58.7,68.7,39.502,64.459,22,-0.1835,941.9,51.9,56.9,4.393
LM,control,4/28/2018,11:40,0.1514,0.2204,1888.7,61.2,68.7,40.111,65.959,21.3,-0.1835,965.6,53.1,58.1,4.418
LM,control,4/28/2018,11:50,0.1514,0.2204,1946.2,61.2,71.2,40.719,66.429,22,-0.1835,990.6,53.1,59.4,4.418
LM,control,4/28/2018,12:00,0.1521,0.2211,1988.7,61.2,71.2,41.322,64.161,22.9,-0.1835,1021.9,54.4,60.6,4.538
LM,control,4/28/2018,12:10,0.1521,0.2211,2061.2,63.7,73.7,41.925,64.974,22.1,-0.1835,1060.6,55.6,63.1,4.393
LM,control,4/28/2018,12:20,0.1521,0.2211,2286.2,71.2,81.2,42.57,68.657,22.1,-0.1835,1188.1,61.9,69.4,4.393
LM,control,4/28/2018,12:30,0.1528,0.2211,921.2,28.7,31.2,43.167,66.173,23.1,-0.1835,435.6,21.9,24.4,4.393
LM,control,4/28/2018,12:40,0.1499,0.2211,876.2,26.2,31.2,43.716,61.29,26.3,-0.1835,421.9,21.9,24.4,4.393
LM,control,4/28/2018,12:50,0.1521,0.2211,646.2,18.7,21.2,44.31,63.262,23.1,-0.1835,301.9,15.6,18.1,4.4
LM,control,4/28/2018,13:00,0.1514,0.2211,786.2,23.7,28.7,44.809,60.132,24.3,-0.1835,371.9,19.4,20.6,4.393
LM,control,4/28/2018,13:10,0.1521,0.2225,1243.7,36.2,43.7,45.307,67.543,19.6,-0.1835,599.4,30.6,35.6,4.406
LM,control,4/28/2018,13:20,0.1521,0.2218,2401.2,71.2,86.2,45.669,65.145,22,-0.1835,1238.1,61.9,70.6,4.393
LM,control,4/28/2018,13:30,0.1521,0.2218,688.7,21.2,23.7,45.941,61.119,23.6,-0.1835,325.6,16.9,19.4,4.418
LM,control,4/28/2018,13:40,0.1521,0.2218,606.2,18.7,21.2,46.256,60.647,22.3,-0.1835,286.9,14.4,16.9,4.393
LM,control,4/28/2018,13:50,0.1514,0.2218,668.7,18.7,23.7,46.526,60.904,23.2,-0.1835,321.9,16.9,19.4,4.43
LM,control,4/28/2018,14:00,0.1514,0.2218,866.2,26.2,31.2,46.751,62.577,23.6,-0.1835,425.6,21.9,24.4,4.4
LM,control,4/28/2018,14:10,0.1514,0.2218,731.2,21.2,26.2,46.931,61.162,24.6,-0.1835,354.4,18.1,20.6,4.393
LM,control,4/28/2018,14:20,0.1521,0.2211,758.7,23.7,26.2,47.064,62.062,25.3,-0.1835,369.4,19.4,21.9,4.4
LM,control,4/28/2018,14:30,0.1521,0.2218,1088.7,33.7,38.7,47.154,63.433,25.7,-0.1835,539.4,28.1,31.9,4.393
LM,control,4/28/2018,14:40,0.1521,0.2218,841.2,26.2,28.7,47.244,63.561,23.5,-0.1835,409.4,21.9,24.4,4.412
LM,control,4/28/2018,14:50,0.1506,0.2218,596.2,18.7,21.2,47.289,60.003,25.6,-0.1835,284.4,15.6,16.9,4.393
LM,control,4/28/2018,15:00,0.1506,0.2211,496.2,16.2,16.2,47.334,58.626,27.3,-0.1835,235.6,11.9,14.4,4.418
LM,control,4/28/2018,15:10,0.1514,0.2211,508.7,16.2,18.7,47.377,56.383,31.9,-0.1835,246.9,11.9,14.4,4.4
LM,control,4/28/2018,15:20,0.1514,0.2211,648.7,18.7,23.7,47.422,56.728,31.3,-0.1835,316.9,15.6,18.1,4.526
LM,control,4/28/2018,15:30,0.1514,0.2211,698.7,21.2,23.7,47.422,58.109,31.2,-0.1835,340.6,18.1,20.6,4.4
LM,control,4/28/2018,15:40,0.1506,0.2211,726.2,21.2,26.2,47.377,57.636,31.5,-0.1835,354.4,18.1,20.6,4.393
LM,control,4/28/2018,15:50,0.1514,0.2204,733.7,21.2,26.2,47.334,58.152,31.3,-0.1835,356.9,19.4,20.6,4.418
LM,control,4/28/2018,16:00,0.1506,0.2204,653.7,18.7,23.7,47.289,57.333,33.8,-0.1835,316.9,16.9,18.1,4.4
LM,control,4/28/2018,16:10,0.1514,0.2204,513.7,16.2,18.7,47.244,55.733,36.2,-0.1835,245.6,13.1,14.4,4.43
LM,control,4/28/2018,16:20,0.1514,0.2211,391.2,11.2,13.7,47.199,54.691,36,-0.1835,186.9,9.4,10.6,4.4
LM,control,4/28/2018,16:30,0.1506,0.2211,536.2,16.2,18.7,47.154,55.342,36.7,-0.1835,261.9,13.1,15.6,4.393
LM,control,4/28/2018,16:40,0.1506,0.2211,856.2,26.2,31.2,47.154,57.204,35.5,-0.1835,418.1,21.9,24.4,4.442
LM,control,4/28/2018,16:50,0.1506,0.2211,1378.7,41.2,51.2,47.154,62.577,29.7,-0.1835,679.4,36.9,41.9,4.4
LM,control,4/28/2018,17:00,0.1499,0.2204,1153.7,33.7,43.7,47.109,60.303,29.3,-0.1835,564.4,30.6,35.6,4.418
LM,control,4/28/2018,17:10,0.1506,0.2211,1033.7,31.2,38.7,47.109,59.401,30.8,-0.1835,504.4,26.9,31.9,4.393
LM,control,4/28/2018,17:20,0.1506,0.2211,961.2,28.7,36.2,47.154,61.376,30,-0.1835,473.1,25.6,30.6,4.442
LM,control,4/28/2018,17:30,0.1506,0.2211,601.2,16.2,21.2,47.199,60.303,27.9,-0.1835,279.4,14.4,18.1,4.4
LM,control,4/28/2018,17:40,0.1506,0.2211,328.7,8.7,11.2,47.199,56.901,34.7,-0.1835,151.9,6.9,8.1,4.393
LM,control,4/28/2018,17:50,0.1506,0.2204,423.7,11.2,13.7,47.244,56.556,33.1,-0.1835,204.4,10.6,11.9,4.406
LM,control,4/28/2018,18:00,0.1506,0.2204,376.2,11.2,13.7,47.289,57.722,33.6,-0.1835,183.1,9.4,10.6,4.393
LM,control,4/28/2018,18:10,0.1506,0.2204,186.2,3.7,6.2,47.289,55.256,35,-0.1835,89.4,4.4,4.4,4.442
LM,control,4/28/2018,18:20,0.1499,0.2204,111.2,1.2,3.7,47.244,53.908,40.5,-0.1835,51.9,1.9,1.9,4.393
LM,control,4/28/2018,18:30,0.1499,0.2204,88.7,1.2,1.2,47.244,51.721,42.9,-0.1835,43.1,1.9,1.9,4.418
LM,control,4/28/2018,18:40,0.1499,0.2204,56.2,1.2,1.2,47.154,50.002,46.4,-0.1835,28.1,0.6,0.6,4.4
LM,control,4/28/2018,18:50,0.1499,0.2196,31.2,1.2,1.2,47.064,48.182,53.7,-0.1835,14.4,0.6,0.6,4.4
LM,control,4/28/2018,19:00,0.1492,0.2189,21.2,1.2,1.2,46.931,48.227,55,-0.1835,10.6,0.6,0.6,4.4
LM,control,4/28/2018,19:10,0.1492,0.2196,53.7,1.2,1.2,46.796,43.808,70.5,-0.1835,30.6,0.6,0.6,4.418
LM,control,4/28/2018,19:20,0.1499,0.2196,53.7,1.2,1.2,46.616,44.764,67.7,-0.1835,30.6,0.6,0.6,4.4
LM,control,4/28/2018,19:30,0.1492,0.2196,11.2,1.2,1.2,46.436,44.263,68.9,-0.1835,4.4,0.6,0.6,4.4
LM,control,4/28/2018,19:40,0.1492,0.2196,3.7,1.2,1.2,46.301,45.127,65.5,-0.1835,1.9,0.6,0.6,4.393
LM,control,4/28/2018,19:50,0.1492,0.2196,1.2,1.2,1.2,46.121,45.579,62.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,20:00,0.1492,0.2196,1.2,1.2,1.2,45.941,45.399,64.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,20:10,0.1485,0.2196,1.2,1.2,1.2,45.761,43.259,73.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,20:20,0.1485,0.2204,1.2,1.2,1.2,45.579,42.341,77.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,20:30,0.1477,0.2254,1.2,1.2,1.2,45.399,41.184,80.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,20:40,0.1492,0.2247,1.2,1.2,1.2,45.217,40.345,84.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,20:50,0.1499,0.2211,1.2,1.2,1.2,45.036,39.736,87.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,21:00,0.1506,0.2204,1.2,1.2,1.2,44.856,38.937,87.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,21:10,0.1499,0.2204,1.2,1.2,1.2,44.674,38.557,87.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,21:20,0.1506,0.2196,1.2,1.2,1.2,44.537,37.609,88.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,21:30,0.1506,0.2196,1.2,1.2,1.2,44.355,36.072,92.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,21:40,0.1506,0.2196,1.2,1.2,1.2,44.127,36.891,92.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,21:50,0.1506,0.2196,1.2,1.2,1.2,43.945,37.846,90.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,22:00,0.1506,0.2196,1.2,1.2,1.2,43.763,37.13,92.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,22:10,0.1499,0.2196,1.2,1.2,1.2,43.534,36.842,94,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,22:20,0.1499,0.2189,1.2,1.2,1.2,43.396,37.513,93.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,22:30,0.1499,0.2189,1.2,1.2,1.2,43.259,37.942,92.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,22:40,0.1499,0.2189,1.2,1.2,1.2,43.075,37.893,92.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,4/28/2018,22:50,0.1499,0.2189,1.2,1.2,1.2,42.892,37.369,93.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,23:00,0.1499,0.2189,1.2,1.2,1.2,42.755,37.369,93.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,23:10,0.1499,0.2189,1.2,1.2,1.2,42.616,37.416,92.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,23:20,0.1499,0.2189,1.2,1.2,1.2,42.478,36.361,93.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,23:30,0.1499,0.2189,1.2,1.2,1.2,42.341,36.459,93.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,23:40,0.1499,0.2189,1.2,1.2,1.2,42.202,36.651,93.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/28/2018,23:50,0.1499,0.2189,1.2,1.2,1.2,42.064,35.055,93.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,0:00,0.1499,0.2182,1.2,1.2,1.2,41.925,36.266,94.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,0:10,0.1499,0.2189,1.2,1.2,1.2,41.787,36.505,93.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,0:20,0.1499,0.2189,1.2,1.2,1.2,41.648,35.638,94.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,0:30,0.1499,0.2182,1.2,1.2,1.2,41.508,35.2,94.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,0:40,0.1492,0.2182,1.2,1.2,1.2,41.369,34.124,94.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,0:50,0.1499,0.2182,1.2,1.2,1.2,41.23,34.124,94.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,1:00,0.1499,0.2182,1.2,1.2,1.2,41.09,33.78,95.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,1:10,0.1492,0.2182,1.2,1.2,1.2,40.951,34.371,95.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,1:20,0.1492,0.2182,1.2,1.2,1.2,40.811,33.633,95.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,4/29/2018,1:30,0.1492,0.2182,1.2,1.2,1.2,40.672,34.664,95.2,-0.1835,0.6,0.6,0.6,4.375
LM,control,4/29/2018,1:40,0.1492,0.2182,1.2,1.2,1.2,40.532,34.32,95.3,-0.1835,0.6,0.6,0.6,4.375
LM,control,4/29/2018,1:50,0.1492,0.2182,1.2,1.2,1.2,40.392,34.174,95.4,-0.1835,0.6,0.6,0.6,4.375
LM,control,4/29/2018,2:00,0.1492,0.2182,1.2,1.2,1.2,40.298,33.681,95.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,2:10,0.1492,0.2182,1.2,1.2,1.2,40.158,33.831,95.5,-0.1835,0.6,0.6,0.6,4.375
LM,control,4/29/2018,2:20,0.1492,0.2182,1.2,1.2,1.2,40.017,33.287,95.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,2:30,0.1499,0.2182,1.2,1.2,1.2,39.924,33.879,94.8,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,2:40,0.1492,0.2182,1.2,1.2,1.2,39.783,32.742,95.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,2:50,0.1492,0.2175,1.2,1.2,1.2,39.643,33.435,95.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,3:00,0.1492,0.2175,1.2,1.2,1.2,39.549,33.681,95.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,3:10,0.1492,0.2175,1.2,1.2,1.2,39.407,32.641,95.6,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,3:20,0.1499,0.2175,1.2,1.2,1.2,39.267,32.491,95.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,3:30,0.1492,0.2175,1.2,1.2,1.2,39.173,32.043,95.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,3:40,0.1492,0.2167,1.2,1.2,1.2,38.984,32.99,95.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,3:50,0.1499,0.2167,1.2,1.2,1.2,38.889,32.193,95.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,4:00,0.1499,0.2175,1.2,1.2,1.2,38.748,31.642,95.8,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/29/2018,4:10,0.1499,0.2175,1.2,1.2,1.2,38.606,31.339,95.8,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,4:20,0.1499,0.2175,1.2,1.2,1.2,38.511,30.783,95.8,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/29/2018,4:30,0.1499,0.2167,1.2,1.2,1.2,38.368,31.491,95.6,-0.1835,0.6,0.6,0.6,4.369
LM,control,4/29/2018,4:40,0.1499,0.2167,1.2,1.2,1.2,38.226,30.225,95.9,-0.1835,0.6,0.6,0.6,4.363
LM,control,4/29/2018,4:50,0.1499,0.2167,1.2,1.2,1.2,38.131,30.02,95.9,-0.1835,0.6,0.6,0.6,4.369
