Plot Title: 9735540_SM_LSA_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 2012372, LBL: LSA_B1R)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9680600, LBL: LSA_B1)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700883, LBL: LSA_B1R)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700893, LBL: LSA_B1L)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L )","RH, % (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L)","Voltage, V (LGR S/N: 9735540, SEN S/N: 9725488)","Current, mA (LGR S/N: 9735540, SEN S/N: 9725488)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734398, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734403, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734407, LBL: LSA_B1R)","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 10769153, LBL: LSA_B1R)"
Site,Treatment,Date.Time,SWC.right,ST,PAR.right,PAR.left,PAR.up,Air.T,RH,,,SR.left,SR.up,SR.right,SWC.between
LSA,control,8/27/2019 9:59,-0.0041,52.729,-888.9,46.2,1.2,69.858,19.7,-0.2039,0,116.9,621.9,85.6,-0.0469
LSA,control,8/27/2019 10:09,-0.0041,53.733,-888.9,48.7,1.2,70.759,20,-0.2039,0,119.4,660.6,88.1,-0.0469
LSA,control,8/27/2019 10:19,-0.0033,54.777,-888.9,51.2,6.2,72.221,17.2,-0.2039,0,121.9,695.6,90.6,-0.0462
LSA,control,8/27/2019 10:29,-0.0033,55.863,-888.9,53.7,16.2,75.81,15.2,-0.2039,0,125.6,728.1,91.9,-0.0462
LSA,control,8/27/2019 10:39,-0.0033,56.988,-888.9,53.7,28.7,74.856,20.4,-0.2039,0,126.9,758.1,94.4,-0.0455
LSA,control,8/27/2019 10:49,-0.0026,58.109,-888.9,56.2,41.2,74.163,17,-0.2039,0,129.4,789.4,96.9,-0.0455
LSA,control,8/27/2019 10:59,-0.0026,59.229,-888.9,56.2,51.2,75.853,18.1,-0.2039,0,133.1,819.4,96.9,-0.0455
LSA,control,8/27/2019 11:09,-0.0026,60.433,-888.9,58.7,58.7,79.084,16.2,-0.2039,0,134.4,845.6,99.4,-0.0455
LSA,control,8/27/2019 11:19,-0.0026,61.506,-888.9,58.7,63.7,78.865,14.9,-0.2039,0,135.6,873.1,99.4,-0.0447
LSA,control,8/27/2019 11:29,-0.0019,62.49,-888.9,61.2,68.7,76.768,19,-0.2039,0,135.6,895.6,100.6,-0.0447
LSA,control,8/27/2019 11:39,-0.0019,63.475,-888.9,61.2,73.7,78.733,17,-0.2039,0,136.9,925.6,101.9,-0.0447
LSA,control,8/27/2019 11:49,-0.0012,64.375,-888.9,61.2,81.2,75.985,16.6,-0.2039,0,136.9,950.6,101.9,-0.0447
LSA,control,8/27/2019 11:59,-0.0012,65.188,-888.9,63.7,83.7,76.986,17.4,-0.2039,0,138.1,975.6,101.9,-0.0447
LSA,control,8/27/2019 12:09,-0.0012,65.829,-888.9,63.7,86.2,77.421,14.6,-0.2039,0,138.1,998.1,103.1,-0.0447
LSA,control,8/27/2019 12:19,-0.0012,66.429,-888.9,63.7,91.2,79.655,16,-0.2039,0,138.1,1023.1,104.4,-0.0447
LSA,control,8/27/2019 12:29,-0.0012,66.985,-888.9,66.2,96.2,79.743,15.6,-0.2039,0,138.1,1041.9,105.6,-0.0447
LSA,control,8/27/2019 12:39,-0.0004,67.543,-888.9,63.7,643.7,79.92,14.2,-0.2039,0,138.1,1061.9,106.9,-0.0447
LSA,control,8/27/2019 12:49,-0.0004,67.928,-888.9,66.2,833.7,76.899,16,-0.2039,0,139.4,1074.4,106.9,-0.044
LSA,control,8/27/2019 12:59,-0.0004,68.313,-888.9,63.7,781.2,80.096,17.2,-0.2039,0,136.9,1091.9,106.9,-0.0433
LSA,control,8/27/2019 13:09,-0.0004,68.614,-888.9,63.7,981.2,78.427,16.8,-0.2039,0,136.9,1095.6,106.9,-0.044
LSA,control,8/27/2019 13:19,-0.0004,68.828,-888.9,63.7,1043.7,81.111,13.5,-0.2039,0,135.6,1096.9,106.9,-0.0433
LSA,control,8/27/2019 13:29,-0.0004,69.042,-888.9,61.2,1111.2,85.939,16.8,-0.2039,0,121.9,1103.1,106.9,-0.044
LSA,control,8/27/2019 13:39,-0.0004,69.213,-888.9,61.2,1178.7,78.645,17.3,-0.2039,0,133.1,1100.6,105.6,-0.044
LSA,control,8/27/2019 13:49,0.0003,69.427,-888.9,61.2,1243.7,81.466,16.7,-0.2039,0,131.9,1106.9,104.4,-0.0433
LSA,control,8/27/2019 13:59,-0.0004,69.557,-888.9,61.2,1313.7,79.612,18.6,-0.2039,0,129.4,1096.9,103.1,-0.0433
LSA,control,8/27/2019 14:09,-0.0004,69.685,-888.9,61.2,1383.7,78.208,18,-0.2039,0,129.4,1088.1,101.9,-0.0433
LSA,control,8/27/2019 14:19,0.0003,69.814,-888.9,58.7,1413.7,80.316,18.6,-0.2039,0,124.4,1086.9,100.6,-0.0418
LSA,control,8/27/2019 14:29,0.0003,70.029,-888.9,58.7,1526.2,81.554,18.6,-0.2039,0,124.4,1073.1,99.4,-0.0426
LSA,control,8/27/2019 14:39,0.001,70.243,-888.9,58.7,1261.2,83.467,15.8,-0.2039,0,125.6,1063.1,98.1,-0.0418
LSA,control,8/27/2019 14:49,0.001,70.372,-888.9,56.2,1693.7,84.004,15.9,-0.2039,0,116.9,1045.6,96.9,-0.0418
LSA,control,8/27/2019 14:59,0.0003,70.459,-888.9,53.7,1706.2,78.382,17.5,-0.2039,0,114.4,1026.9,94.4,-0.0418
LSA,control,8/27/2019 15:09,0.0003,70.543,-888.9,53.7,1598.7,77.335,19.7,-0.2039,0,114.4,1005.6,94.4,-0.0418
LSA,control,8/27/2019 15:19,-0.0004,70.502,-888.9,53.7,1818.7,75.333,18.8,-0.2039,0,111.9,975.6,91.9,-0.0426
LSA,control,8/27/2019 15:29,-0.0004,70.459,-888.9,51.2,1796.2,75.247,19.3,-0.2039,0,108.1,954.4,89.4,-0.0418
LSA,control,8/27/2019 15:39,-0.0004,70.416,-888.9,51.2,616.2,75.551,19.1,-0.2039,0,106.9,926.9,86.9,-0.0426
LSA,control,8/27/2019 15:49,-0.0004,70.416,-888.9,48.7,411.2,75.333,20.3,-0.2039,0,103.1,895.6,84.4,-0.0426
LSA,control,8/27/2019 15:59,-0.0004,70.329,-888.9,46.2,1583.7,76.593,19.8,-0.2039,0,98.1,866.9,81.9,-0.0426
LSA,control,8/27/2019 16:09,-0.0004,70.201,-888.9,46.2,2076.2,74.424,19.3,-0.2039,0,94.4,836.9,79.4,-0.0426
LSA,control,8/27/2019 16:19,-0.0004,70.115,-888.9,43.7,2111.2,73.558,22.6,-0.2039,0,91.9,811.9,75.6,-0.0426
LSA,control,8/27/2019 16:29,-0.0004,69.942,-888.9,41.2,393.7,73.558,22.9,-0.2039,0,86.9,778.1,71.9,-0.0418
LSA,control,8/27/2019 16:39,-0.0004,69.814,-888.9,38.7,2188.7,73.947,20.2,-0.2039,0,85.6,746.9,69.4,-0.0426
LSA,control,8/27/2019 16:49,-0.0004,69.557,-888.9,38.7,2238.7,74.034,20.9,-0.2039,0,81.9,713.1,65.6,-0.0426
LSA,control,8/27/2019 16:59,-0.0004,69.386,-888.9,36.2,481.2,73.472,21.6,-0.2039,0,79.4,680.6,61.9,-0.0426
LSA,control,8/27/2019 17:09,-0.0004,69.129,-888.9,33.7,2218.7,72.997,21.5,-0.2039,0,76.9,645.6,59.4,-0.0426
LSA,control,8/27/2019 17:19,-0.0004,68.913,-888.9,31.2,636.2,73.99,23.2,-0.2039,0,74.4,608.1,58.1,-0.0426
LSA,control,8/27/2019 17:29,-0.0004,68.698,-888.9,31.2,576.2,73.515,23.6,-0.2039,0,71.9,569.4,55.6,-0.0426
LSA,control,8/27/2019 17:39,-0.0012,68.443,-888.9,28.7,2358.7,72.869,22,-0.2039,0,69.4,530.6,51.9,-0.0426
LSA,control,8/27/2019 17:49,-0.0004,68.142,-888.9,26.2,2438.7,71.704,24.6,-0.2039,0,65.6,493.1,50.6,-0.0426
LSA,control,8/27/2019 17:59,-0.0004,67.885,-888.9,23.7,2243.7,69.985,26,-0.2039,0,61.9,453.1,48.1,-0.0418
LSA,control,8/27/2019 18:09,-0.0004,67.543,-888.9,18.7,2483.7,66.472,29.1,-0.2039,0,55.6,408.1,44.4,-0.0418
LSA,control,8/27/2019 18:19,-0.0019,67.242,-888.9,16.2,928.7,65.701,29.8,-0.2039,0,48.1,366.9,40.6,-0.0433
LSA,control,8/27/2019 18:29,-0.0019,66.9,-888.9,16.2,1031.2,63.648,29.7,-0.2039,0,44.4,323.1,35.6,-0.0433
LSA,control,8/27/2019 18:39,-0.0012,66.515,-888.9,13.7,2488.7,61.891,29.4,-0.2039,0,39.4,281.9,30.6,-0.0433
LSA,control,8/27/2019 18:49,-0.0012,66.13,-888.9,1.2,2033.7,55.776,33.3,-0.2039,0,4.4,26.9,3.1,-0.0368
LSA,control,8/27/2019 18:59,-0.0019,65.701,-888.9,1.2,1981.2,55.472,34.6,-0.2039,0,3.1,23.1,1.9,-0.0375
LSA,control,8/27/2019 19:09,-0.0019,65.273,-888.9,1.2,1931.2,53.121,39.8,-0.2039,0,1.9,19.4,1.9,-0.0368
LSA,control,8/27/2019 19:19,-0.0026,64.845,-888.9,1.2,1901.2,51.764,42.3,-0.2039,0,1.9,15.6,0.6,-0.0368
LSA,control,8/27/2019 19:29,-0.0019,64.375,-888.9,1.2,1896.2,49.914,45.3,-0.2039,0,0.6,11.9,0.6,-0.0375
LSA,control,8/27/2019 19:39,-0.0026,63.903,-888.9,1.2,1793.7,48.36,47.7,-0.2039,0,0.6,6.9,0.6,-0.0375
LSA,control,8/27/2019 19:49,-0.0026,63.475,-888.9,1.2,1781.2,49.294,42.9,-0.2039,0,0.6,3.1,0.6,-0.0375
LSA,control,8/27/2019 19:59,-0.0026,63.048,-888.9,1.2,1768.7,49.737,40.9,-0.2039,0,0.6,0.6,0.6,-0.0375
LSA,control,8/27/2019 20:09,-0.0026,62.577,-888.9,1.2,1726.2,48.004,44.4,-0.2039,0,0.6,0.6,0.6,-0.0382
LSA,control,8/27/2019 20:19,-0.0019,62.148,-888.9,1.2,1666.2,46.571,45.5,-0.2039,0,0.6,0.6,0.6,-0.0375
LSA,control,8/27/2019 20:29,-0.0026,61.72,-888.9,1.2,1601.2,43.945,50,-0.2039,0,0.6,0.6,0.6,-0.0382
LSA,control,8/27/2019 20:39,-0.0033,61.29,-888.9,1.2,1593.7,43.351,52.5,-0.2039,0,0.6,0.6,0.6,-0.0382
LSA,control,8/27/2019 20:49,-0.0033,60.861,-888.9,1.2,1538.7,40.345,58.9,-0.2039,0,0.6,0.6,0.6,-0.0389
LSA,control,8/27/2019 20:59,-0.0033,60.433,-888.9,1.2,503.7,42.525,51.3,-0.2039,0,0.6,0.6,0.6,-0.0382
LSA,control,8/27/2019 21:09,-0.0033,60.046,-888.9,1.2,1098.7,42.984,50.1,-0.2039,0,0.6,0.6,0.6,-0.0389
LSA,control,8/27/2019 21:19,-0.0033,59.616,-888.9,1.2,1391.2,42.017,50.3,-0.2039,0,0.6,0.6,0.6,-0.0389
LSA,control,8/27/2019 21:29,-0.0033,59.272,-888.9,1.2,643.7,44.946,45,-0.2039,0,0.6,0.6,0.6,-0.0389
LSA,control,8/27/2019 21:39,-0.0033,58.885,-888.9,1.2,1276.2,41.693,51.8,-0.2039,0,0.6,0.6,0.6,-0.0389
LSA,control,8/27/2019 21:49,-0.0033,58.541,-888.9,1.2,616.2,41.23,51.2,-0.2039,0,0.6,0.6,0.6,-0.0389
LSA,control,8/27/2019 21:59,-0.0041,58.195,-888.9,1.2,286.2,40.905,51.7,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/27/2019 22:09,-0.0041,57.85,-888.9,1.2,263.7,40.017,54.8,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/27/2019 22:19,-0.0041,57.549,-888.9,1.2,311.2,38.322,59,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/27/2019 22:29,-0.0048,57.204,-888.9,1.2,276.2,39.36,56.5,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/27/2019 22:39,-0.0048,56.858,-888.9,1.2,291.2,40.719,50.9,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/27/2019 22:49,-0.0041,56.599,-888.9,1.2,238.7,39.877,52.3,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/27/2019 22:59,-0.0048,56.295,-888.9,1.2,211.2,45.082,44.6,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/27/2019 23:09,-0.0048,56.035,-888.9,1.2,196.2,39.596,53.6,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/27/2019 23:19,-0.0048,55.733,-888.9,1.2,153.7,37.846,55.9,-0.2039,0,0.6,0.6,0.6,-0.0411
LSA,control,8/27/2019 23:29,-0.0041,55.472,-888.9,1.2,108.7,38.084,57.3,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/27/2019 23:39,-0.0048,55.213,-888.9,1.2,76.2,37.369,58.4,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/27/2019 23:49,-0.0048,54.952,-888.9,1.2,53.7,39.22,54.2,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/27/2019 23:59,-0.0048,54.691,-888.9,1.2,26.2,38.795,53.2,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/28/2019 0:09,-0.0055,54.43,-888.9,1.2,11.2,38.273,55.7,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 0:19,-0.0055,54.212,-888.9,1.2,3.7,39.783,52,-0.2039,0,0.6,0.6,0.6,-0.0411
LSA,control,8/28/2019 0:29,-0.0055,53.951,-888.9,1.2,1.2,39.783,51.4,-0.2039,0,0.6,0.6,0.6,-0.0411
LSA,control,8/28/2019 0:39,-0.0055,53.733,-888.9,1.2,1.2,40.158,48.8,-0.2039,0,0.6,0.6,0.6,-0.0411
LSA,control,8/28/2019 0:49,-0.0055,53.515,-888.9,1.2,1.2,38.084,53.9,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 0:59,-0.0055,53.298,-888.9,1.2,1.2,38.273,53,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 1:09,-0.0048,53.078,-888.9,1.2,1.2,36.169,57.7,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 1:19,-0.0055,52.86,-888.9,1.2,1.2,35.2,59.9,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 1:29,-0.0048,52.641,-888.9,1.2,1.2,34.223,61.7,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/28/2019 1:39,-0.0048,52.423,-888.9,1.2,1.2,33.78,63.3,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 1:49,-0.0055,52.16,-888.9,1.2,1.2,35.541,57.5,-0.2039,0,0.6,0.6,0.6,-0.0411
LSA,control,8/28/2019 1:59,-0.0048,51.94,-888.9,1.2,1.2,34.664,60.4,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 2:09,-0.0048,51.721,-888.9,1.2,1.2,33.336,61.9,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/28/2019 2:19,-0.0048,51.501,-888.9,1.2,1.2,33.534,61.3,-0.2039,0,0.6,0.6,0.6,-0.0397
LSA,control,8/28/2019 2:29,-0.0055,51.282,-888.9,1.2,1.2,32.742,61.5,-0.2039,0,0.6,0.6,0.6,-0.0411
LSA,control,8/28/2019 2:39,-0.0055,51.062,-888.9,1.2,1.2,34.174,59.9,-0.2039,0,0.6,0.6,0.6,-0.0411
LSA,control,8/28/2019 2:49,-0.0055,50.841,-888.9,1.2,1.2,33.336,60.3,-0.2039,0,0.6,0.6,0.6,-0.0418
LSA,control,8/28/2019 2:59,-0.0055,50.664,-888.9,1.2,1.2,34.957,57.5,-0.2039,0,0.6,0.6,0.6,-0.0418
LSA,control,8/28/2019 3:09,-0.0062,50.445,-888.9,1.2,1.2,33.633,60.5,-0.2039,0,0.6,0.6,0.6,-0.0418
LSA,control,8/28/2019 3:19,-0.0062,50.223,-888.9,1.2,1.2,33.386,61,-0.2039,0,0.6,0.6,0.6,-0.0426
LSA,control,8/28/2019 3:29,-0.0055,50.047,-888.9,1.2,1.2,33.534,59.9,-0.2039,0,0.6,0.6,0.6,-0.0426
LSA,control,8/28/2019 3:39,-0.0062,49.87,-888.9,1.2,1.2,34.027,58.5,-0.2039,0,0.6,0.6,0.6,-0.0426
LSA,control,8/28/2019 3:49,-0.0062,49.692,-888.9,1.2,1.2,33.928,58.1,-0.2039,0,0.6,0.6,0.6,-0.0426
LSA,control,8/28/2019 3:59,-0.0062,49.471,-888.9,1.2,1.2,32.392,63,-0.2039,0,0.6,0.6,0.6,-0.0418
LSA,control,8/28/2019 4:09,-0.0062,49.338,-888.9,1.2,1.2,33.138,61.1,-0.2039,0,0.6,0.6,0.6,-0.0404
LSA,control,8/28/2019 4:19,-0.0062,49.116,-888.9,1.2,1.2,30.58,65.3,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 4:29,-0.0062,48.938,-888.9,1.2,1.2,31.892,64.3,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 4:39,-0.0062,48.762,-888.9,1.2,1.2,31.791,63.7,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 4:49,-0.0062,48.583,-888.9,1.2,1.2,31.037,66.5,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 4:59,-0.0062,48.405,-888.9,1.2,1.2,30.884,66.1,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 5:09,-0.0062,48.227,-888.9,1.2,1.2,30.987,66.9,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 5:19,-0.007,48.049,-888.9,1.2,1.2,31.44,65.6,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 5:29,-0.007,47.914,-888.9,1.2,1.2,31.087,66.3,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 5:39,-0.007,47.736,-888.9,1.2,1.2,30.376,67,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 5:49,-0.0062,47.557,-888.9,1.2,1.2,29.97,68.6,-0.2039,0,0.6,0.6,0.6,-0.0433
LSA,control,8/28/2019 5:59,-0.0062,47.377,-888.9,1.2,1.2,30.02,67.9,-0.2039,0,0.6,0.6,0.6,-0.0418
LSA,control,8/28/2019 6:09,-0.0062,47.199,-888.9,1.2,1.2,30.376,67.5,-0.2039,0,0.6,0.6,0.6,-0.0426
LSA,control,8/28/2019 6:19,-0.007,47.064,-888.9,1.2,1.2,30.429,68.4,-0.2039,0,0.6,0.6,0.6,-0.0426
LSA,control,8/28/2019 6:29,-0.007,46.886,-888.9,1.2,1.2,30.783,67.5,-0.2039,0,0.6,1.9,0.6,-0.0433
LSA,control,8/28/2019 6:39,-0.007,46.751,-888.9,1.2,1.2,30.936,66.3,-0.2039,0,0.6,4.4,0.6,-0.0426
LSA,control,8/28/2019 6:49,-0.007,46.616,-888.9,1.2,1.2,31.942,63.5,-0.2039,0,0.6,8.1,0.6,-0.0426
LSA,control,8/28/2019 6:59,-0.0077,46.481,-888.9,1.2,1.2,31.138,65.1,-0.2039,0,0.6,10.6,0.6,-0.0433
LSA,control,8/28/2019 7:09,-0.007,46.346,-888.9,1.2,1.2,31.743,65.5,-0.2039,0,0.6,11.9,0.6,-0.0433
LSA,control,8/28/2019 7:19,-0.007,46.211,-888.9,1.2,1.2,31.791,65,-0.2039,0,0.6,13.1,0.6,-0.0433
LSA,control,8/28/2019 7:29,-0.007,46.121,-888.9,1.2,1.2,31.791,66.6,-0.2039,0,0.6,15.6,0.6,-0.0433
LSA,control,8/28/2019 7:39,-0.007,45.986,-888.9,1.2,1.2,32.293,65.3,-0.2039,0,0.6,16.9,0.6,-0.044
LSA,control,8/28/2019 7:49,-0.0077,45.896,-888.9,1.2,1.2,31.993,68.9,-0.2039,0,0.6,18.1,0.6,-0.0433
LSA,control,8/28/2019 7:59,-0.007,45.806,-888.9,1.2,1.2,32.392,68.7,-0.2039,0,1.9,19.4,0.6,-0.0433
LSA,control,8/28/2019 8:09,-0.0077,45.714,-888.9,1.2,1.2,33.386,66.9,-0.2039,0,1.9,20.6,0.6,-0.0433
LSA,control,8/28/2019 8:19,-0.007,45.669,-888.9,1.2,1.2,34.075,62.9,-0.2039,0,1.9,21.9,0.6,-0.0433
LSA,control,8/28/2019 8:29,-0.0077,45.579,-888.9,1.2,1.2,34.468,62.8,-0.2039,0,1.9,23.1,0.6,-0.0433
LSA,control,8/28/2019 8:39,-0.007,45.669,-888.9,33.7,1.2,48.938,42.6,-0.2039,0,90.6,320.6,63.1,-0.0433
LSA,control,8/28/2019 8:49,-0.007,46.031,-888.9,36.2,1.2,55.69,35.6,-0.2039,0,95.6,361.9,68.1,-0.0426
LSA,control,8/28/2019 8:59,-0.007,46.526,-888.9,36.2,1.2,61.677,30.1,-0.2039,0,99.4,401.9,70.6,-0.0433
LSA,control,8/28/2019 9:09,-0.007,47.154,-888.9,38.7,1.2,63.689,28.3,-0.2039,0,103.1,441.9,74.4,-0.0433
LSA,control,8/28/2019 9:19,-0.007,47.871,-888.9,41.2,1.2,66.472,30.7,-0.2039,0,105.6,481.9,76.9,-0.0433
LSA,control,8/28/2019 9:29,-0.0062,48.672,-888.9,41.2,1.2,72.093,29.2,-0.2039,0,108.1,519.4,79.4,-0.0426
LSA,control,8/28/2019 9:39,-0.0062,49.294,-888.9,46.2,1.2,75.16,24.8,-0.2039,0,110.6,555.6,81.9,-0.0426
LSA,control,8/28/2019 9:49,-0.0055,50.135,-888.9,46.2,1.2,75.942,23.9,-0.2039,0,113.1,593.1,84.4,-0.0426
LSA,control,8/28/2019 9:59,-0.0055,51.062,-888.9,48.7,1.2,78.602,22.1,-0.2039,0,115.6,629.4,86.9,-0.0418
LSA,control,8/28/2019 10:09,-0.0055,52.335,-888.9,48.7,1.2,77.029,18.4,-0.2039,0,118.1,663.1,88.1,-0.0418
LSA,control,8/28/2019 10:19,-0.0048,53.559,-888.9,51.2,3.7,78.559,18.9,-0.2039,0,120.6,694.4,89.4,-0.0418
LSA,control,8/28/2019 10:29,-0.0048,54.777,-888.9,53.7,13.7,81.466,11.8,-0.2039,0,123.1,726.9,91.9,-0.0411
LSA,control,8/28/2019 10:39,-0.0041,55.992,-888.9,53.7,28.7,79.876,13.3,-0.2039,0,124.4,760.6,93.1,-0.0411
LSA,control,8/28/2019 10:49,-0.0048,57.204,-888.9,56.2,38.7,74.64,13,-0.2039,0,129.4,790.6,95.6,-0.0411
LSA,control,8/28/2019 10:59,-0.0041,58.411,-888.9,58.7,51.2,77.509,13.9,-0.2039,0,130.6,818.1,95.6,-0.0404
LSA,control,8/28/2019 11:09,-0.0041,59.616,-888.9,58.7,58.7,81.775,14,-0.2039,0,133.1,845.6,98.1,-0.0404
LSA,control,8/28/2019 11:19,-0.0041,60.818,-888.9,61.2,66.2,84.407,15,-0.2039,0,130.6,869.4,99.4,-0.0404
LSA,control,8/28/2019 11:29,-0.0033,61.977,-888.9,61.2,71.2,82.218,14.3,-0.2039,0,135.6,898.1,100.6,-0.0404
LSA,control,8/28/2019 11:39,-0.0033,62.919,-888.9,61.2,78.7,80.051,14,-0.2039,0,135.6,923.1,100.6,-0.0404
LSA,control,8/28/2019 11:49,-0.0026,63.946,-888.9,61.2,88.7,81.554,17.6,-0.2039,0,135.6,945.6,100.6,-0.0404
LSA,control,8/28/2019 11:59,-0.0026,64.803,-888.9,63.7,93.7,80.757,16,-0.2039,0,136.9,974.4,100.6,-0.0397
LSA,control,8/28/2019 12:09,-0.0019,65.574,-888.9,66.2,138.7,81.288,14.7,-0.2039,0,138.1,995.6,101.9,-0.0389
LSA,control,8/28/2019 12:19,-0.0019,66.258,-888.9,66.2,173.7,80.668,14,-0.2039,0,138.1,1020.6,103.1,-0.0389
LSA,control,8/28/2019 12:29,-0.0019,66.814,-888.9,66.2,256.2,82.665,13.3,-0.2039,0,136.9,1038.1,104.4,-0.0389
LSA,control,8/28/2019 12:39,-0.0019,67.372,-888.9,66.2,536.2,78.777,14.7,-0.2039,0,136.9,1056.9,105.6,-0.0397
LSA,control,8/28/2019 12:49,-0.0019,67.842,-888.9,66.2,478.7,80.051,13.5,-0.2039,0,138.1,1075.6,106.9,-0.0397
LSA,control,8/28/2019 12:59,-0.0019,68.185,-888.9,66.2,471.2,79.567,14.7,-0.2039,0,135.6,1083.1,105.6,-0.0397
LSA,control,8/28/2019 13:09,-0.0019,68.527,-888.9,66.2,511.2,78.865,15.1,-0.2039,0,135.6,1090.6,105.6,-0.0397
LSA,control,8/28/2019 13:19,-0.0004,68.614,-888.9,66.2,543.7,78.076,15.5,-0.2039,0,134.4,1089.4,106.9,-0.0389
LSA,control,8/28/2019 13:29,-0.0012,68.785,-888.9,63.7,621.2,83.064,13.1,-0.2039,0,134.4,1100.6,105.6,-0.0389
LSA,control,8/28/2019 13:39,-0.0004,68.871,-888.9,63.7,758.7,78.033,16.7,-0.2039,0,131.9,1101.9,104.4,-0.0382
LSA,control,8/28/2019 13:49,-0.0012,69.085,-888.9,61.2,1723.7,84.812,16.2,-0.2039,0,124.4,1100.6,103.1,-0.0389
LSA,control,8/28/2019 13:59,-0.0012,69.256,-888.9,61.2,901.2,82.13,16.8,-0.2039,0,129.4,1093.1,101.9,-0.0389
LSA,control,8/28/2019 14:09,-0.0004,69.386,-888.9,61.2,878.7,80.802,16.6,-0.2039,0,125.6,1084.4,100.6,-0.0375
LSA,control,8/28/2019 14:19,-0.0004,69.557,-888.9,61.2,898.7,83.377,15.8,-0.2039,0,124.4,1080.6,99.4,-0.0375
LSA,control,8/28/2019 14:29,-0.0004,69.685,-888.9,58.7,798.7,80.537,16,-0.2039,0,124.4,1069.4,98.1,-0.0375
LSA,control,8/28/2019 14:39,-0.0004,69.901,-888.9,58.7,806.2,83.422,14.6,-0.2039,0,120.6,1056.9,96.9,-0.0382
LSA,control,8/28/2019 14:49,-0.0004,70.029,-888.9,56.2,841.2,79.261,14.2,-0.2039,0,115.6,1034.4,94.4,-0.0382
LSA,control,8/28/2019 14:59,-0.0004,70.115,-888.9,56.2,1071.2,80.404,15.9,-0.2039,0,114.4,1020.6,93.1,-0.0375
LSA,control,8/28/2019 15:09,-0.0012,70.115,-888.9,53.7,1448.7,78.822,15.9,-0.2039,0,109.4,994.4,94.4,-0.0375
LSA,control,8/28/2019 15:19,-0.0012,70.115,-888.9,53.7,1371.2,78.91,16.3,-0.2039,0,110.6,966.9,89.4,-0.0375
LSA,control,8/28/2019 15:29,-0.0012,70.115,-888.9,51.2,1378.7,78.865,17.5,-0.2039,0,96.9,948.1,88.1,-0.0375
LSA,control,8/28/2019 15:39,-0.0004,70.115,-888.9,51.2,953.7,75.898,17.7,-0.2039,0,101.9,911.9,85.6,-0.0375
