Plot Title: 9735551_SM_LSA_B2_trmt,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700889)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700899)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9719154)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9721332)","RH, % (LGR S/N: 9735551, SEN S/N: 9721332)","Voltage, V (LGR S/N: 9735551, SEN S/N: 9725502)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734411)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734415)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734419)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769151)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769152)","Batt, V (LGR S/N: 9735551)"
Site,Treatment,Date.Time,PAR.up,PAR.right,PAR.left,ST.between,Air.T,RH,,SR.up,SR.right,SR.left,SWC.between,SWC.between,
LSA,early,9/6/2019 0:50,1.2,1.2,1.2,51.764,39.736,99.1,-0.1988,0.6,0.6,0.6,0.0214,0.0272,4.351
LSA,early,9/6/2019 1:00,1.2,1.2,1.2,51.544,39.078,99,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.351
LSA,early,9/6/2019 1:10,1.2,1.2,1.2,51.37,39.36,99.5,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.351
LSA,early,9/6/2019 1:20,1.2,1.2,1.2,51.193,39.124,99.6,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.351
LSA,early,9/6/2019 1:30,1.2,1.2,1.2,51.017,39.502,99.6,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.351
LSA,early,9/6/2019 1:40,1.2,1.2,1.2,50.841,38.511,99.3,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/6/2019 1:50,1.2,1.2,1.2,50.664,38.557,99.4,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.351
LSA,early,9/6/2019 2:00,1.2,1.2,1.2,50.533,39.078,99.7,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/6/2019 2:10,1.2,1.2,1.2,50.356,38.415,99.5,-0.1937,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/6/2019 2:20,1.2,1.2,1.2,50.18,39.078,99.8,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/6/2019 2:30,1.2,1.2,1.2,50.047,37.893,99.5,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/6/2019 2:40,1.2,1.2,1.2,49.914,38.889,100,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.345
LSA,early,9/6/2019 2:50,1.2,1.2,1.2,49.737,38.937,100,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/6/2019 3:00,1.2,1.2,1.2,49.649,39.643,100,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/6/2019 3:10,1.2,1.2,1.2,49.516,39.407,99.8,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/6/2019 3:20,1.2,1.2,1.2,49.428,38.653,99.9,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/6/2019 3:30,1.2,1.2,1.2,49.294,38.653,99.9,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/6/2019 3:40,1.2,1.2,1.2,49.204,39.078,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 3:50,1.2,1.2,1.2,49.116,38.842,99.8,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 4:00,1.2,1.2,1.2,49.028,38.322,99.8,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 4:10,1.2,1.2,1.2,48.895,37.321,99.4,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 4:20,1.2,1.2,1.2,48.762,37.321,99.8,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 4:30,1.2,1.2,1.2,48.672,37.798,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 4:40,1.2,1.2,1.2,48.538,37.179,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 4:50,1.2,1.2,1.2,48.405,37.13,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 5:00,1.2,1.2,1.2,48.272,37.13,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/6/2019 5:10,1.2,1.2,1.2,48.182,37.225,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 5:20,1.2,1.2,1.2,48.049,37.989,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 5:30,1.2,1.2,1.2,47.959,38.179,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 5:40,1.2,1.2,1.2,47.826,37.751,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 5:50,1.2,1.2,1.2,47.736,38.226,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 6:00,1.2,1.2,1.2,47.647,37.893,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 6:10,1.2,1.2,1.2,47.557,37.035,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 6:20,1.2,1.2,1.2,47.512,37.751,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/6/2019 6:30,1.2,1.2,1.2,47.422,37.225,100,-0.1988,0.6,0.6,0.6,0.0192,0.0257,4.339
LSA,early,9/6/2019 6:40,6.2,1.2,1.2,47.334,37.369,100,-0.1988,1.9,0.6,0.6,0.0192,0.0257,4.339
LSA,early,9/6/2019 6:50,21.2,1.2,1.2,47.244,38.084,100,-0.1988,8.1,0.6,0.6,0.0192,0.0257,4.339
LSA,early,9/6/2019 7:00,43.7,1.2,1.2,47.154,37.035,100,-0.1988,19.4,0.6,0.6,0.0192,0.025,4.351
LSA,early,9/6/2019 7:10,73.7,1.2,1.2,47.109,39.267,100,-0.1988,31.9,1.9,3.1,0.0192,0.0257,4.393
LSA,early,9/6/2019 7:20,91.2,1.2,1.2,47.064,39.97,100,-0.1988,35.6,1.9,3.1,0.0192,0.0257,4.393
LSA,early,9/6/2019 7:30,91.2,1.2,1.2,47.109,40.532,100,-0.1988,30.6,0.6,1.9,0.0192,0.0257,4.381
LSA,early,9/6/2019 7:40,96.2,1.2,1.2,47.109,40.626,100,-0.1988,30.6,0.6,1.9,0.0192,0.025,4.418
LSA,early,9/6/2019 7:50,146.2,3.7,3.7,47.154,41.369,100,-0.1988,58.1,4.4,5.6,0.0192,0.0257,4.393
LSA,early,9/6/2019 8:00,203.7,6.2,6.2,47.244,44.627,100,-0.1988,90.6,8.1,11.9,0.0192,0.025,4.484
LSA,early,9/6/2019 8:10,173.7,3.7,3.7,47.422,46.076,98.8,-0.1988,73.1,5.6,8.1,0.0192,0.0257,4.393
LSA,early,9/6/2019 8:20,248.7,6.2,8.7,47.602,47.064,98.1,-0.1988,114.4,10.6,14.4,0.0192,0.0257,4.369
LSA,early,9/6/2019 8:30,273.7,6.2,8.7,47.871,50.445,95,-0.1988,130.6,11.9,16.9,0.0192,0.0257,4.393
LSA,early,9/6/2019 8:40,288.7,8.7,8.7,48.182,52.423,94.8,-0.1988,143.1,13.1,18.1,0.0192,0.0257,4.381
LSA,early,9/6/2019 8:50,321.2,8.7,8.7,48.583,53.69,88.1,-0.1988,159.4,14.4,19.4,0.0192,0.025,4.393
LSA,early,9/6/2019 9:00,298.7,8.7,8.7,48.983,55.213,84.5,-0.1988,145.6,13.1,18.1,0.0192,0.025,4.393
LSA,early,9/6/2019 9:10,378.7,11.2,13.7,49.428,55.69,86.7,-0.1988,173.1,16.9,24.4,0.0192,0.0257,4.381
LSA,early,9/6/2019 9:20,1211.2,46.2,51.2,49.959,68.142,52.5,-0.1988,614.4,74.4,103.1,0.0192,0.0257,4.393
LSA,early,9/6/2019 9:30,911.2,33.7,36.2,50.709,74.206,48.8,-0.1988,449.4,51.9,69.4,0.0192,0.0257,4.369
LSA,early,9/6/2019 9:40,611.2,21.2,21.2,51.589,74.899,40.1,-0.1988,293.1,30.6,39.4,0.0192,0.0257,4.375
LSA,early,9/6/2019 9:50,1558.7,63.7,61.2,52.423,70.029,53.5,-0.1988,789.4,94.4,123.1,0.0192,0.0257,4.393
LSA,early,9/6/2019 10:00,1061.2,41.2,38.7,53.253,75.637,51.1,-0.1988,514.4,58.1,75.6,0.0192,0.0264,4.363
LSA,early,9/6/2019 10:10,1461.2,58.7,53.7,54.126,83.377,38.5,-0.1988,729.4,84.4,106.9,0.0192,0.0257,4.484
LSA,early,9/6/2019 10:20,1221.2,51.2,43.7,55.168,84.99,31.9,-0.1988,599.4,69.4,85.6,0.0192,0.0264,4.381
LSA,early,9/6/2019 10:30,1668.7,71.2,61.2,56.208,84.857,37,-0.1988,835.6,98.1,119.4,0.0199,0.0264,4.363
LSA,early,9/6/2019 10:40,1368.7,56.2,48.7,57.376,83.332,32.2,-0.1988,660.6,76.9,93.1,0.0192,0.0264,4.375
LSA,early,9/6/2019 10:50,1446.2,61.2,51.2,58.541,87.028,31.4,-0.1988,711.9,80.6,95.6,0.0199,0.0264,4.363
LSA,early,9/6/2019 11:00,1643.7,68.7,58.7,59.659,85.939,33,-0.1988,803.1,91.9,108.1,0.0199,0.0272,4.369
LSA,early,9/6/2019 11:10,1558.7,66.2,53.7,60.647,85.622,33,-0.1988,759.4,85.6,99.4,0.0199,0.0272,4.363
LSA,early,9/6/2019 11:20,1841.2,78.7,63.7,61.506,90.333,28.9,-0.1988,913.1,101.9,118.1,0.0199,0.0272,4.381
LSA,early,9/6/2019 11:30,1523.7,63.7,51.2,62.319,90.612,29.8,-0.1988,736.9,80.6,93.1,0.0199,0.0272,4.363
LSA,early,9/6/2019 11:40,1953.7,83.7,66.2,63.048,90.333,27.6,-0.1988,969.4,106.9,120.6,0.0199,0.0272,4.381
LSA,early,9/6/2019 11:50,1266.2,51.2,41.2,63.648,89.132,24.4,-0.1988,599.4,63.1,73.1,0.0199,0.0279,4.363
LSA,early,9/6/2019 12:00,2148.7,91.2,71.2,64.247,87.62,24.7,-0.1988,1074.4,115.6,130.6,0.0199,0.0279,4.381
LSA,early,9/6/2019 12:10,2036.2,83.7,66.2,64.803,93.47,22.8,-0.1988,1016.9,108.1,121.9,0.0206,0.0279,4.363
LSA,early,9/6/2019 12:20,2028.7,83.7,66.2,65.188,89.362,27.3,-0.1988,1019.4,105.6,119.4,0.0206,0.0286,4.393
LSA,early,9/6/2019 12:30,666.2,23.7,21.2,65.487,78.733,35.4,-0.1988,320.6,30.6,35.6,0.0206,0.0286,4.363
LSA,early,9/6/2019 12:40,668.7,23.7,21.2,65.701,83.779,33.9,-0.1988,325.6,31.9,36.9,0.0206,0.0286,4.393
LSA,early,9/6/2019 12:50,2288.7,93.7,76.2,66,92.48,22.7,-0.1988,1193.1,120.6,136.9,0.0206,0.0293,4.363
LSA,early,9/6/2019 13:00,826.2,31.2,26.2,66.429,87.483,24.7,-0.1988,409.4,40.6,48.1,0.0206,0.0293,4.363
LSA,early,9/6/2019 13:10,761.2,28.7,23.7,66.814,78.427,30.9,-0.1988,388.1,39.4,45.6,0.0206,0.0293,4.363
LSA,early,9/6/2019 13:20,886.2,33.7,28.7,67.071,80.051,30.1,-0.1988,443.1,43.1,50.6,0.0214,0.0293,4.363
LSA,early,9/6/2019 13:30,431.2,16.2,13.7,67.158,73.731,38.3,-0.1988,209.4,20.6,24.4,0.0214,0.0301,4.369
LSA,early,9/6/2019 13:40,226.2,6.2,6.2,67.071,68.785,45,-0.1988,113.1,10.6,11.9,0.0206,0.0301,4.363
LSA,early,9/6/2019 13:50,643.7,21.2,18.7,66.729,66.043,46.2,-0.1988,320.6,29.4,34.4,0.0206,0.0301,4.393
LSA,early,9/6/2019 14:00,1176.2,41.2,36.2,66.472,73.99,33.3,-0.1988,578.1,53.1,61.9,0.0214,0.0308,4.363
LSA,early,9/6/2019 14:10,438.7,16.2,13.7,66.258,70.63,37.1,-0.1988,221.9,21.9,26.9,0.0214,0.0308,4.484
LSA,early,9/6/2019 14:20,906.2,31.2,26.2,66.087,72.007,42.8,-0.1988,426.9,40.6,48.1,0.0214,0.0308,4.369
LSA,early,9/6/2019 14:30,378.7,13.7,11.2,66.043,71.661,36.8,-0.1988,184.4,19.4,23.1,0.0214,0.0308,4.363
LSA,early,9/6/2019 14:40,211.2,6.2,6.2,65.872,66.985,41.3,-0.1988,106.9,9.4,11.9,0.0214,0.0315,4.381
LSA,early,9/6/2019 14:50,451.2,16.2,13.7,65.615,63.903,55.5,-0.1937,226.9,21.9,25.6,0.0214,0.0315,4.363
LSA,early,9/6/2019 15:00,1423.7,46.2,41.2,65.444,70.63,49.4,-0.1988,734.4,63.1,76.9,0.0214,0.0308,4.4
LSA,early,9/6/2019 15:10,1963.7,58.7,53.7,65.487,76.464,27.5,-0.1988,993.1,81.9,100.6,0.0221,0.0315,4.375
LSA,early,9/6/2019 15:20,838.7,26.2,23.7,65.658,72.394,31,-0.1988,404.4,34.4,41.9,0.0221,0.0315,4.363
LSA,early,9/6/2019 15:30,348.7,11.2,11.2,65.701,69.771,35,-0.1988,178.1,16.9,20.6,0.0221,0.0315,4.393
LSA,early,9/6/2019 15:40,526.2,18.7,16.2,65.615,70.329,45.6,-0.1988,264.4,24.4,29.4,0.0221,0.0315,4.369
LSA,early,9/6/2019 15:50,496.2,16.2,13.7,65.53,69.6,48.5,-0.1988,246.9,23.1,28.1,0.0221,0.0315,4.363
LSA,early,9/6/2019 16:00,371.2,13.7,11.2,65.403,67.757,46.4,-0.1988,186.9,18.1,21.9,0.0221,0.0315,4.381
LSA,early,9/6/2019 16:10,331.2,11.2,11.2,65.23,65.959,47.4,-0.1988,166.9,16.9,19.4,0.0221,0.0315,4.369
LSA,early,9/6/2019 16:20,341.2,11.2,8.7,64.974,63.648,46.8,-0.1988,171.9,16.9,19.4,0.0221,0.0315,4.369
LSA,early,9/6/2019 16:30,423.7,13.7,13.7,64.717,64.375,45.2,-0.1988,213.1,20.6,24.4,0.0221,0.0315,4.381
LSA,early,9/6/2019 16:40,386.2,13.7,11.2,64.503,64.974,45.4,-0.1988,190.6,18.1,21.9,0.0221,0.0315,4.375
LSA,early,9/6/2019 16:50,396.2,13.7,11.2,64.247,62.962,47.2,-0.1988,193.1,18.1,21.9,0.0221,0.0315,4.363
LSA,early,9/6/2019 17:00,336.2,11.2,8.7,63.99,62.447,49.9,-0.1988,166.9,15.6,19.4,0.0221,0.0315,4.393
LSA,early,9/6/2019 17:10,393.7,13.7,11.2,63.732,61.462,50.6,-0.1988,195.6,18.1,20.6,0.0221,0.0315,4.381
LSA,early,9/6/2019 17:20,1211.2,23.7,26.2,63.518,63.99,47.7,-0.1988,634.4,34.4,54.4,0.0221,0.0315,4.369
LSA,early,9/6/2019 17:30,896.2,11.2,16.2,63.347,63.862,49.5,-0.1988,454.4,16.9,33.1,0.0221,0.0315,4.393
LSA,early,9/6/2019 17:40,553.7,6.2,8.7,63.09,61.119,51.7,-0.1988,269.4,9.4,16.9,0.0221,0.0315,4.375
LSA,early,9/6/2019 17:50,293.7,6.2,6.2,62.834,60.948,55.1,-0.1988,131.9,8.1,10.6,0.0221,0.0308,4.369
LSA,early,9/6/2019 18:00,276.2,8.7,6.2,62.577,60.604,56.8,-0.1988,134.4,11.9,14.4,0.0221,0.0308,4.393
LSA,early,9/6/2019 18:10,181.2,6.2,3.7,62.406,59.745,59.1,-0.1988,84.4,6.9,8.1,0.0221,0.0315,4.381
LSA,early,9/6/2019 18:20,528.7,6.2,8.7,62.191,59.358,57.2,-0.1988,309.4,13.1,19.4,0.0221,0.0308,4.393
LSA,early,9/6/2019 18:30,128.7,3.7,1.2,62.019,58.368,60,-0.1988,49.4,3.1,4.4,0.0221,0.0308,4.393
LSA,early,9/6/2019 18:40,86.2,1.2,1.2,61.72,53.384,73.5,-0.1988,30.6,0.6,1.9,0.0221,0.0308,4.381
LSA,early,9/6/2019 18:50,68.7,1.2,1.2,61.419,50.841,80.3,-0.1988,25.6,0.6,0.6,0.0221,0.0308,4.381
LSA,early,9/6/2019 19:00,43.7,1.2,1.2,61.032,49.383,82.9,-0.1988,13.1,0.6,0.6,0.0221,0.0308,4.381
LSA,early,9/6/2019 19:10,26.2,1.2,1.2,60.604,47.736,87.6,-0.1988,6.9,0.6,0.6,0.0221,0.0301,4.381
LSA,early,9/6/2019 19:20,13.7,1.2,1.2,60.217,48.405,85.8,-0.1988,4.4,0.6,0.6,0.0221,0.0308,4.381
LSA,early,9/6/2019 19:30,6.2,1.2,1.2,59.788,48.493,85.8,-0.1988,1.9,0.6,0.6,0.0221,0.0301,4.375
LSA,early,9/6/2019 19:40,1.2,1.2,1.2,59.445,48.094,86,-0.1988,0.6,0.6,0.6,0.0221,0.0301,4.369
LSA,early,9/6/2019 19:50,1.2,1.2,1.2,59.056,46.974,88.8,-0.1988,0.6,0.6,0.6,0.0221,0.0301,4.369
LSA,early,9/6/2019 20:00,1.2,1.2,1.2,58.712,46.436,89.5,-0.1988,0.6,0.6,0.6,0.0221,0.0301,4.363
LSA,early,9/6/2019 20:10,1.2,1.2,1.2,58.368,48.36,85.5,-0.1988,0.6,0.6,0.6,0.0221,0.0301,4.363
LSA,early,9/6/2019 20:20,1.2,1.2,1.2,58.109,49.383,83.7,-0.1988,0.6,0.6,0.6,0.0221,0.0301,4.363
LSA,early,9/6/2019 20:30,1.2,1.2,1.2,57.85,49.116,84.7,-0.1988,0.6,0.6,0.6,0.0221,0.0301,4.363
LSA,early,9/6/2019 20:40,1.2,1.2,1.2,57.636,49.204,83.9,-0.1988,0.6,0.6,0.6,0.0221,0.0301,4.363
LSA,early,9/6/2019 20:50,1.2,1.2,1.2,57.42,46.886,87.8,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 21:00,1.2,1.2,1.2,57.117,45.262,89.9,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 21:10,1.2,1.2,1.2,56.858,43.167,92.8,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 21:20,1.2,1.2,1.2,56.512,43.945,91.9,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 21:30,1.2,1.2,1.2,56.208,42.8,94.6,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 21:40,1.2,1.2,1.2,55.949,45.036,91.2,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 21:50,1.2,1.2,1.2,55.647,45.941,88.8,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 22:00,1.2,1.2,1.2,55.429,48.137,85.1,-0.1988,0.6,0.6,0.6,0.0221,0.0293,4.363
LSA,early,9/6/2019 22:10,1.2,1.2,1.2,55.256,50.533,78.2,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.363
LSA,early,9/6/2019 22:20,1.2,1.2,1.2,55.125,50.445,75.9,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.363
LSA,early,9/6/2019 22:30,1.2,1.2,1.2,54.952,50.047,76.6,-0.1988,0.6,0.6,0.6,0.0221,0.0286,4.357
LSA,early,9/6/2019 22:40,1.2,1.2,1.2,54.82,52.554,70,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.357
LSA,early,9/6/2019 22:50,1.2,1.2,1.2,54.691,52.686,67.1,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.351
LSA,early,9/6/2019 23:00,1.2,1.2,1.2,54.604,52.466,67.2,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.351
LSA,early,9/6/2019 23:10,1.2,1.2,1.2,54.516,51.37,71.3,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.351
LSA,early,9/6/2019 23:20,1.2,1.2,1.2,54.473,49.116,87.3,-0.1988,0.6,0.6,0.6,0.0221,0.0286,4.351
LSA,early,9/6/2019 23:30,1.2,1.2,1.2,54.343,45.579,96.7,-0.1988,0.6,0.6,0.6,0.0221,0.0286,4.351
LSA,early,9/6/2019 23:40,1.2,1.2,1.2,54.212,45.579,98,-0.1988,0.6,0.6,0.6,0.0221,0.0286,4.351
LSA,early,9/6/2019 23:50,1.2,1.2,1.2,54.037,45.082,97.9,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.351
LSA,early,9/7/2019 0:00,1.2,1.2,1.2,53.865,45.262,97.5,-0.1988,0.6,0.6,0.6,0.0214,0.0286,4.351
LSA,early,9/7/2019 0:10,1.2,1.2,1.2,53.69,44.856,98.2,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 0:20,1.2,1.2,1.2,53.472,44.674,96.6,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 0:30,1.2,1.2,1.2,53.253,45.489,97.4,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 0:40,1.2,1.2,1.2,53.035,44.31,96.7,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 0:50,1.2,1.2,1.2,52.86,42.847,97.9,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 1:00,1.2,1.2,1.2,52.729,44.674,98.7,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 1:10,1.2,1.2,1.2,52.597,45.941,97.9,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 1:20,1.2,1.2,1.2,52.509,46.121,97.7,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.351
LSA,early,9/7/2019 1:30,1.2,1.2,1.2,52.423,46.346,98,-0.1988,0.6,0.6,0.6,0.0214,0.0279,4.363
LSA,early,9/7/2019 1:40,1.2,1.2,1.2,52.378,45.534,98.1,-0.1988,0.6,0.6,0.6,0.0214,0.0272,4.351
LSA,early,9/7/2019 1:50,1.2,1.2,1.2,52.335,43.671,98.5,-0.1988,0.6,0.6,0.6,0.0206,0.0279,4.345
LSA,early,9/7/2019 2:00,1.2,1.2,1.2,52.246,42.663,98.9,-0.1988,0.6,0.6,0.6,0.0214,0.0272,4.351
LSA,early,9/7/2019 2:10,1.2,1.2,1.2,52.115,41.787,98.9,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.351
LSA,early,9/7/2019 2:20,1.2,1.2,1.2,51.94,40.764,98.9,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/7/2019 2:30,1.2,1.2,1.2,51.809,41.832,99.8,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/7/2019 2:40,1.2,1.2,1.2,51.678,43.853,99.9,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/7/2019 2:50,1.2,1.2,1.2,51.589,44.355,99.9,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/7/2019 3:00,1.2,1.2,1.2,51.544,44.719,100,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.345
LSA,early,9/7/2019 3:10,1.2,1.2,1.2,51.458,45.036,100,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.339
LSA,early,9/7/2019 3:20,1.2,1.2,1.2,51.413,44.809,100,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.381
LSA,early,9/7/2019 3:30,1.2,1.2,1.2,51.325,44.856,100,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/7/2019 3:40,1.2,1.2,1.2,51.237,44.4,99.6,-0.1988,0.6,0.6,0.6,0.0206,0.0272,4.339
LSA,early,9/7/2019 3:50,1.2,1.2,1.2,51.148,42.478,99.8,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/7/2019 4:00,1.2,1.2,1.2,51.017,41.277,99.7,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/7/2019 4:10,1.2,1.2,1.2,50.886,39.69,99.7,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 4:20,1.2,1.2,1.2,50.709,39.643,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.345
LSA,early,9/7/2019 4:30,1.2,1.2,1.2,50.576,39.267,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 4:40,1.2,1.2,1.2,50.4,39.454,100,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/7/2019 4:50,1.2,1.2,1.2,50.268,38.464,99.9,-0.1988,0.6,0.6,0.6,0.0206,0.0264,4.339
LSA,early,9/7/2019 5:00,1.2,1.2,1.2,50.092,37.609,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 5:10,1.2,1.2,1.2,49.914,38.7,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 5:20,1.2,1.2,1.2,49.737,39.596,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 5:30,1.2,1.2,1.2,49.604,38.464,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 5:40,1.2,1.2,1.2,49.471,38.322,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 5:50,1.2,1.2,1.2,49.294,38.273,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 6:00,1.2,1.2,1.2,49.161,37.035,100,-0.1988,0.6,0.6,0.6,0.0199,0.0264,4.339
LSA,early,9/7/2019 6:10,1.2,1.2,1.2,48.983,36.891,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/7/2019 6:20,1.2,1.2,1.2,48.805,37.035,100,-0.1988,0.6,0.6,0.6,0.0199,0.0257,4.339
LSA,early,9/7/2019 6:30,1.2,1.2,1.2,48.628,36.266,100,-0.1988,0.6,0.6,0.6,0.0192,0.0257,4.339
LSA,early,9/7/2019 6:40,3.7,1.2,1.2,48.45,36.217,100,-0.1988,0.6,0.6,0.6,0.0192,0.0257,4.339
LSA,early,9/7/2019 6:50,13.7,1.2,1.2,48.272,37.081,100,-0.1988,3.1,0.6,0.6,0.0192,0.0257,4.339
LSA,early,9/7/2019 7:00,23.7,1.2,1.2,48.137,37.035,100,-0.1988,8.1,0.6,0.6,0.0192,0.0257,4.339
LSA,early,9/7/2019 7:10,51.2,1.2,1.2,47.959,38.084,100,-0.1988,26.9,1.9,1.9,0.0192,0.0257,4.363
LSA,early,9/7/2019 7:20,61.2,1.2,1.2,47.914,40.532,100,-0.1988,35.6,1.9,3.1,0.0192,0.0257,4.418
LSA,early,9/7/2019 7:30,83.7,1.2,1.2,47.914,41.369,100,-0.1988,41.9,3.1,4.4,0.0192,0.0257,4.393
